meta,low,base,high
hour,typical_year,typical_year,typical_year
6894,98.94675,131.929,164.91125
6895,175.7835,234.378,292.9725
6896,216.54525,288.727,360.90875
6897,19.233,25.644,32.055
6898,105.59625,140.795,175.99375
6899,9.24675,12.329,15.41125
6900,86.22375,114.965,143.70625
6901,75.4935,100.658,125.8225
6902,80.36175,107.149,133.93625
6903,102.51825,136.691,170.86375
6904,104.62725,139.503,174.37875
6905,12.9075,17.21,21.5125
6906,184.7385,246.318,307.8975
6907,190.257,253.676,317.095
6908,175.70175,234.269,292.83625
6909,122.6115,163.482,204.3525
6910,61.623,82.164,102.705
6911,32.21925,42.959,53.69875
6912,24.02775,32.037,40.04625
6913,31.2885,41.718,52.1475
6914,36.591,48.788,60.985
6915,3.69975,4.933,6.16625
6916,45.4845,60.646,75.8075
6917,59.7645,79.686,99.6075
6918,108.936,145.248,181.56
6919,175.14225,233.523,291.90375
6920,235.7985,314.398,392.9975
6921,158.43375,211.245,264.05625
6922,9.74175,12.989,16.23625
6923,67.4835,89.978,112.4725
6924,67.2495,89.666,112.0825
6925,75.06975,100.093,125.11625
6926,75.339,100.452,125.565
6927,93.1455,124.194,155.2425
6928,110.5185,147.358,184.1975
6929,13.5375,18.05,22.5625
6930,192.411,256.548,320.685
6931,212.27025,283.027,353.78375
6932,179.04825,238.731,298.41375
6933,110.75925,147.679,184.59875
6934,43.296,57.728,72.16
6935,19.01775,25.357,31.69625
6936,27.9105,37.214,46.5175
6937,32.418,43.224,54.03
6938,35.5665,47.422,59.2775
6939,40.99575,54.661,68.32625
6940,51.03675,68.049,85.06125
6941,56.52675,75.369,94.21125
6942,91.06875,121.425,151.78125
6943,162.204,216.272,270.34
6944,183.73275,244.977,306.22125
6945,166.89525,222.527,278.15875
6946,112.7505,150.334,187.9175
6947,90.2265,120.302,150.3775
6948,74.29125,99.055,123.81875
6949,71.65425,95.539,119.42375
6950,87.58425,116.779,145.97375
6951,114.51525,152.687,190.85875
6952,110.7405,147.654,184.5675
6953,145.749,194.332,242.915
6954,219.9705,293.294,366.6175
6955,197.2995,263.066,328.8325
6956,175.01625,233.355,291.69375
6957,103.23075,137.641,172.05125
6958,39.21225,52.283,65.35375
6959,15.1605,20.214,25.2675
6960,26.21775,34.957,43.69625
6961,31.63425,42.179,52.72375
6962,30.13275,40.177,50.22125
6963,35.14575,46.861,58.57625
6964,35.41725,47.223,59.02875
6965,57.26175,76.349,95.43625
6966,91.22475,121.633,152.04125
6967,14.79375,19.725,24.65625
6968,223.968,298.624,373.28
6969,162.27675,216.369,270.46125
6970,106.5915,142.122,177.6525
6971,78.9195,105.226,131.5325
6972,72.4695,96.626,120.7825
6973,89.81325,119.751,149.68875
6974,90.94275,121.257,151.57125
6975,108.297,144.396,180.495
6976,117.441,156.588,195.735
6977,142.90725,190.543,238.17875
6978,204.89625,273.195,341.49375
6979,218.03775,290.717,363.39625
6980,189.08775,252.117,315.14625
6981,133.632,178.176,222.72
6982,68.199,90.932,113.665
6983,31.0485,41.398,51.7475
6984,25.58625,34.115,42.64375
6985,30.92925,41.239,51.54875
6986,32.15625,42.875,53.59375
6987,34.152,45.536,56.92
6988,3.57825,4.771,5.96375
6989,51.171,68.228,85.285
6990,86.379,115.172,143.965
6991,159.23025,212.307,265.38375
6992,198.37275,264.497,330.62125
6993,157.51425,210.019,262.52375
6994,88.0305,117.374,146.7175
6995,78.63675,104.849,131.06125
6996,8.18925,10.919,13.64875
6997,82.56525,110.087,137.60875
6998,100.059,133.412,166.765
6999,102.36225,136.483,170.60375
7000,122.63625,163.515,204.39375
7001,157.53825,210.051,262.56375
7002,199.806,266.408,333.01
7003,194.13675,258.849,323.56125
7004,166.98075,222.641,278.30125
7005,122.724,163.632,204.54
7006,62.6505,83.534,104.4175
7007,31.017,41.356,51.695
7008,11.71125,15.615,19.51875
7009,21.402,28.536,35.67
7010,30.90675,41.209,51.51125
7011,32.214,42.952,53.69
7012,38.754,51.672,64.59
7013,55.67475,74.233,92.79125
7014,115.40625,153.875,192.34375
7015,118.36875,157.825,197.28125
7016,138.37275,184.497,230.62125
7017,136.3695,181.826,227.2825
7018,111.339,148.452,185.565
7019,108.2355,144.314,180.3925
7020,87.77475,117.033,146.29125
7021,95.54325,127.391,159.23875
7022,102.55725,136.743,170.92875
7023,119.37225,159.163,198.95375
7024,121.33875,161.785,202.23125
7025,167.46525,223.287,279.10875
7026,189.87375,253.165,316.45625
7027,191.17575,254.901,318.62625
7028,152.8785,203.838,254.7975
7029,88.55925,118.079,147.59875
7030,57.8145,77.086,96.3575
7031,35.721,47.628,59.535
7032,2.47425,3.299,4.12375
7033,37.01775,49.357,61.69625
7034,39.2355,52.314,65.3925
7035,33.21675,44.289,55.36125
7036,39.33075,52.441,65.55125
7037,64.5585,86.078,107.5975
7038,78.34125,104.455,130.56875
7039,111.372,148.496,185.62
7040,141.93225,189.243,236.55375
7041,129.357,172.476,215.595
7042,106.58775,142.117,177.64625
7043,91.79475,122.393,152.99125
7044,104.01675,138.689,173.36125
7045,119.59875,159.465,199.33125
7046,114.858,153.144,191.43
7047,122.046,162.728,203.41
7048,142.2855,189.714,237.1425
7049,157.44975,209.933,262.41625
7050,164.55825,219.411,274.26375
7051,154.9335,206.578,258.2225
7052,127.81575,170.421,213.02625
7053,8.373,11.164,13.955
7054,42.1395,56.186,70.2325
7055,19.71675,26.289,32.86125
7056,30.59475,40.793,50.99125
7057,30.71025,40.947,51.18375
7058,31.659,42.212,52.765
7059,38.42025,51.227,64.03375
7060,41.43525,55.247,69.05875
7061,53.5365,71.382,89.2275
7062,97.2585,129.678,162.0975
7063,166.7115,222.282,277.8525
7064,191.2665,255.022,318.7775
7065,150.15525,200.207,250.25875
7066,109.2735,145.698,182.1225
7067,93.01275,124.017,155.02125
7068,82.02525,109.367,136.70875
7069,96.222,128.296,160.37
7070,81.19125,108.255,135.31875
7071,96.396,128.528,160.66
7072,104.31525,139.087,173.85875
7073,133.461,177.948,222.435
7074,185.421,247.228,309.035
7075,199.27725,265.703,332.12875
7076,181.17975,241.573,301.96625
7077,111.79725,149.063,186.32875
7078,38.61975,51.493,64.36625
7079,24.81375,33.085,41.35625
7080,2.79825,3.731,4.66375
7081,28.8915,38.522,48.1525
7082,32.9415,43.922,54.9025
7083,38.1135,50.818,63.5225
7084,44.7195,59.626,74.5325
7085,62.781,83.708,104.635
7086,96.47025,128.627,160.78375
7087,150.81525,201.087,251.35875
7088,213.6945,284.926,356.1575
7089,184.36725,245.823,307.27875
7090,110.96925,147.959,184.94875
7091,89.16075,118.881,148.60125
7092,7.395,9.86,12.325
7093,93.7185,124.958,156.1975
7094,75.117,100.156,125.195
7095,73.01175,97.349,121.68625
7096,99.66525,132.887,166.10875
7097,146.06475,194.753,243.44125
7098,185.8965,247.862,309.8275
7099,212.20125,282.935,353.66875
7100,179.361,239.148,298.935
7101,128.36475,171.153,213.94125
7102,63.342,84.456,105.57
7103,42.0435,56.058,70.0725
7104,14.319,19.092,23.865
7105,30.1245,40.166,50.2075
7106,33.59475,44.793,55.99125
7107,3.76275,5.017,6.27125
7108,4.0215,5.362,6.7025
7109,54.996,73.328,91.66
7110,8.997,11.996,14.995
7111,148.82925,198.439,248.04875
7112,18.69075,24.921,31.15125
7113,154.6395,206.186,257.7325
7114,94.044,125.392,156.74
7115,77.283,103.044,128.805
7116,76.632,102.176,127.72
7117,74.84175,99.789,124.73625
7118,82.0545,109.406,136.7575
7119,98.48175,131.309,164.13625
7120,107.607,143.476,179.345
7121,147.54675,196.729,245.91125
7122,201.0915,268.122,335.1525
7123,216.13275,288.177,360.22125
7124,167.07225,222.763,278.45375
7125,120.6765,160.902,201.1275
7126,48.63075,64.841,81.05125
7127,23.49525,31.327,39.15875
7128,31.8945,42.526,53.1575
7129,39.2145,52.286,65.3575
7130,39.82275,53.097,66.37125
7131,37.97175,50.629,63.28625
7132,42.11175,56.149,70.18625
7133,52.92225,70.563,88.20375
7134,102.8955,137.194,171.4925
7135,167.50275,223.337,279.17125
7136,194.0445,258.726,323.4075
7137,170.61675,227.489,284.36125
7138,99.9435,133.258,166.5725
7139,88.293,117.724,147.155
7140,7.563,10.084,12.605
7141,97.323,129.764,162.205
7142,9.7425,12.99,16.2375
7143,101.313,135.084,168.855
7144,117.591,156.788,195.985
7145,14.0475,18.73,23.4125
7146,188.49525,251.327,314.15875
7147,21.3615,28.482,35.6025
7148,178.40625,237.875,297.34375
7149,118.017,157.356,196.695
7150,5.27625,7.035,8.79375
7151,20.6895,27.586,34.4825
7152,16.67325,22.231,27.78875
7153,31.50075,42.001,52.50125
7154,3.03975,4.053,5.06625
7155,31.25925,41.679,52.09875
7156,41.11425,54.819,68.52375
7157,52.02825,69.371,86.71375
7158,92.03925,122.719,153.39875
7159,160.53225,214.043,267.55375
7160,214.04475,285.393,356.74125
7161,168.5805,224.774,280.9675
7162,108.62325,144.831,181.03875
7163,80.4045,107.206,134.0075
7164,85.41075,113.881,142.35125
7165,87.354,116.472,145.59
7166,104.17425,138.899,173.62375
7167,93.357,124.476,155.595
7168,116.538,155.384,194.23
7169,143.81625,191.755,239.69375
7170,181.9515,242.602,303.2525
7171,22.40325,29.871,37.33875
7172,170.20575,226.941,283.67625
7173,107.33325,143.111,178.88875
7174,41.64075,55.521,69.40125
7175,1.45725,1.943,2.42875
7176,13.01925,17.359,21.69875
7177,26.958,35.944,44.93
7178,40.32375,53.765,67.20625
7179,38.3535,51.138,63.9225
7180,37.87125,50.495,63.11875
7181,51.07275,68.097,85.12125
7182,85.1955,113.594,141.9925
7183,117.42975,156.573,195.71625
7184,159.489,212.652,265.815
7185,143.721,191.628,239.535
7186,120.186,160.248,200.31
7187,107.24625,142.995,178.74375
7188,96.381,128.508,160.635
7189,11.18325,14.911,18.63875
7190,103.37775,137.837,172.29625
7191,118.149,157.532,196.915
7192,127.49925,169.999,212.49875
7193,178.5765,238.102,297.6275
7194,183.52425,244.699,305.87375
7195,168.85425,225.139,281.42375
7196,113.37075,151.161,188.95125
7197,79.734,106.312,132.89
7198,48.48825,64.651,80.81375
7199,2.946,3.928,4.91
7200,1.92075,2.561,3.20125
7201,38.49075,51.321,64.15125
7202,36.61425,48.819,61.02375
7203,32.9745,43.966,54.9575
7204,48.75525,65.007,81.25875
7205,59.523,79.364,99.205
7206,9.345,12.46,15.575
7207,129.6315,172.842,216.0525
7208,149.55225,199.403,249.25375
7209,128.0085,170.678,213.3475
7210,126.5865,168.782,210.9775
7211,9.5565,12.742,15.9275
7212,120.95325,161.271,201.58875
7213,92.73825,123.651,154.56375
7214,89.8215,119.762,149.7025
7215,10.065,13.42,16.775
7216,130.61325,174.151,217.68875
7217,156.95025,209.267,261.58375
7218,187.46625,249.955,312.44375
7219,180.17925,240.239,300.29875
7220,137.36025,183.147,228.93375
7221,94.497,125.996,157.495
7222,54.342,72.456,90.57
7223,39.48075,52.641,65.80125
7224,17.09775,22.797,28.49625
7225,2.96175,3.949,4.93625
7226,37.24575,49.661,62.07625
7227,39.2805,52.374,65.4675
7228,39.49125,52.655,65.81875
7229,57.939,77.252,96.565
7230,101.66475,135.553,169.44125
7231,156.50025,208.667,260.83375
7232,199.524,266.032,332.54
7233,176.538,235.384,294.23
7234,113.85975,151.813,189.76625
7235,96.0855,128.114,160.1425
7236,73.1595,97.546,121.9325
7237,82.401,109.868,137.335
7238,77.40975,103.213,129.01625
7239,85.11525,113.487,141.85875
7240,119.93775,159.917,199.89625
7241,130.95075,174.601,218.25125
7242,20.2425,26.99,33.7375
7243,219.42675,292.569,365.71125
7244,19.083,25.444,31.805
7245,122.01225,162.683,203.35375
7246,58.7115,78.282,97.8525
7247,35.08125,46.775,58.46875
7248,25.72425,34.299,42.87375
7249,28.34325,37.791,47.23875
7250,30.01275,40.017,50.02125
7251,41.358,55.144,68.93
7252,37.5765,50.102,62.6275
7253,5.19525,6.927,8.65875
7254,91.71525,122.287,152.85875
7255,155.41125,207.215,259.01875
7256,194.874,259.832,324.79
7257,167.0595,222.746,278.4325
7258,110.47125,147.295,184.11875
7259,76.926,102.568,128.21
7260,99.243,132.324,165.405
7261,74.0655,98.754,123.4425
7262,78.468,104.624,130.78
7263,87.2895,116.386,145.4825
7264,119.856,159.808,199.76
7265,146.68275,195.577,244.47125
7266,206.03475,274.713,343.39125
7267,220.59225,294.123,367.65375
7268,176.78625,235.715,294.64375
7269,9.84525,13.127,16.40875
7270,38.4585,51.278,64.0975
7271,19.76925,26.359,32.94875
7272,22.9605,30.614,38.2675
7273,32.9415,43.922,54.9025
7274,32.1165,42.822,53.5275
7275,31.88775,42.517,53.14625
7276,38.88225,51.843,64.80375
7277,47.571,63.428,79.285
7278,85.64325,114.191,142.73875
7279,167.3385,223.118,278.8975
7280,19.026,25.368,31.71
7281,148.5465,198.062,247.5775
7282,83.007,110.676,138.345
7283,70.431,93.908,117.385
7284,82.4415,109.922,137.4025
7285,93.04725,124.063,155.07875
7286,78.4305,104.574,130.7175
7287,96.078,128.104,160.13
7288,92.01525,122.687,153.35875
7289,114.936,153.248,191.56
7290,18.2835,24.378,30.4725
7291,205.41375,273.885,342.35625
7292,192.85425,257.139,321.42375
7293,125.86425,167.819,209.77375
7294,56.92125,75.895,94.86875
7295,15.10275,20.137,25.17125
7296,25.518,34.024,42.53
7297,34.63125,46.175,57.71875
7298,34.452,45.936,57.42
7299,40.63275,54.177,67.72125
7300,46.58625,62.115,77.64375
7301,53.58975,71.453,89.31625
7302,106.8765,142.502,178.1275
7303,152.99775,203.997,254.99625
7304,192.2685,256.358,320.4475
7305,153.41925,204.559,255.69875
7306,10.09275,13.457,16.82125
7307,85.45725,113.943,142.42875
7308,86.289,115.052,143.815
7309,83.24025,110.987,138.73375
7310,74.99625,99.995,124.99375
7311,111.018,148.024,185.03
7312,117.60525,156.807,196.00875
7313,140.703,187.604,234.505
7314,18.33675,24.449,30.56125
7315,201.963,269.284,336.605
7316,176.877,235.836,294.795
7317,123.05475,164.073,205.09125
7318,40.089,53.452,66.815
7319,18.2595,24.346,30.4325
7320,16.17525,21.567,26.95875
7321,31.65225,42.203,52.75375
7322,35.32425,47.099,58.87375
7323,32.1315,42.842,53.5525
7324,36.45675,48.609,60.76125
7325,55.85925,74.479,93.09875
7326,97.8285,130.438,163.0475
7327,158.3085,211.078,263.8475
7328,184.599,246.132,307.665
7329,174.5685,232.758,290.9475
7330,122.0295,162.706,203.3825
7331,89.8515,119.802,149.7525
7332,80.33175,107.109,133.88625
7333,82.6965,110.262,137.8275
7334,86.89875,115.865,144.83125
7335,90.83925,121.119,151.39875
7336,105.29475,140.393,175.49125
7337,13.4595,17.946,22.4325
7338,182.616,243.488,304.36
7339,210.216,280.288,350.36
7340,172.15425,229.539,286.92375
7341,10.46475,13.953,17.44125
7342,51.0855,68.114,85.1425
7343,15.92025,21.227,26.53375
7344,14.8065,19.742,24.6775
7345,17.96475,23.953,29.94125
7346,20.094,26.792,33.49
7347,2.814,3.752,4.69
7348,3.97575,5.301,6.62625
7349,63.3435,84.458,105.5725
7350,96.84825,129.131,161.41375
7351,12.5565,16.742,20.9275
7352,16.94475,22.593,28.24125
7353,154.776,206.368,257.96
7354,119.583,159.444,199.305
7355,98.52225,131.363,164.20375
7356,92.14425,122.859,153.57375
7357,94.22325,125.631,157.03875
7358,97.71375,130.285,162.85625
7359,109.6665,146.222,182.7775
7360,123.52275,164.697,205.87125
7361,162.849,217.132,271.415
7362,188.26725,251.023,313.77875
7363,166.02525,221.367,276.70875
7364,14.18925,18.919,23.64875
7365,97.77375,130.365,162.95625
7366,59.93475,79.913,99.89125
7367,25.21575,33.621,42.02625
7368,27.16275,36.217,45.27125
7369,30.53925,40.719,50.89875
7370,31.12575,41.501,51.87625
7371,38.718,51.624,64.53
7372,46.2435,61.658,77.0725
7373,59.71875,79.625,99.53125
7374,107.26875,143.025,178.78125
7375,131.89425,175.859,219.82375
7376,160.38975,213.853,267.31625
7377,146.67825,195.571,244.46375
7378,108.28425,144.379,180.47375
7379,103.41225,137.883,172.35375
7380,98.04825,130.731,163.41375
7381,99.11775,132.157,165.19625
7382,113.34225,151.123,188.90375
7383,129.597,172.796,215.995
7384,131.95425,175.939,219.92375
7385,155.946,207.928,259.91
7386,190.68675,254.249,317.81125
7387,165.888,221.184,276.48
7388,130.93575,174.581,218.22625
7389,87.8985,117.198,146.4975
7390,5.7285,7.638,9.5475
7391,22.8585,30.478,38.0975
7392,19.11075,25.481,31.85125
7393,34.56225,46.083,57.60375
7394,35.70375,47.605,59.50625
7395,37.42575,49.901,62.37625
7396,43.0455,57.394,71.7425
7397,64.43925,85.919,107.39875
7398,98.7465,131.662,164.5775
7399,169.54425,226.059,282.57375
7400,204.294,272.392,340.49
7401,171.53625,228.715,285.89375
7402,108.37125,144.495,180.61875
7403,78.52875,104.705,130.88125
7404,91.0515,121.402,151.7525
7405,88.40025,117.867,147.33375
7406,98.78175,131.709,164.63625
7407,92.87625,123.835,154.79375
7408,101.19825,134.931,168.66375
7409,132.279,176.372,220.465
7410,177.78075,237.041,296.30125
7411,212.6715,283.562,354.4525
7412,186.3255,248.434,310.5425
7413,121.953,162.604,203.255
7414,41.81775,55.757,69.69625
7415,13.161,17.548,21.935
7416,28.464,37.952,47.44
7417,29.157,38.876,48.595
7418,30.17325,40.231,50.28875
7419,32.913,43.884,54.855
7420,40.96575,54.621,68.27625
7421,51.79275,69.057,86.32125
7422,91.68225,122.243,152.80375
7423,156.273,208.364,260.455
7424,21.09675,28.129,35.16125
7425,166.93875,222.585,278.23125
7426,91.90125,122.535,153.16875
7427,77.35125,103.135,128.91875
7428,7.6215,10.162,12.7025
7429,84.67425,112.899,141.12375
7430,83.8035,111.738,139.6725
7431,10.5165,14.022,17.5275
7432,114.16725,152.223,190.27875
7433,133.36425,177.819,222.27375
7434,196.60125,262.135,327.66875
7435,229.92225,306.563,383.20375
7436,198.10425,264.139,330.17375
7437,124.46025,165.947,207.43375
7438,47.5605,63.414,79.2675
7439,21.70725,28.943,36.17875
7440,27.7095,36.946,46.1825
7441,30.86025,41.147,51.43375
7442,35.703,47.604,59.505
7443,35.643,47.524,59.405
7444,38.51925,51.359,64.19875
7445,53.9295,71.906,89.8825
7446,95.247,126.996,158.745
7447,157.54575,210.061,262.57625
7448,180.88575,241.181,301.47625
7449,174.79725,233.063,291.32875
7450,108.939,145.252,181.565
7451,92.67075,123.561,154.45125
7452,73.98225,98.643,123.30375
7453,64.59975,86.133,107.66625
7454,93.9645,125.286,156.6075
7455,101.43675,135.249,169.06125
7456,114.46725,152.623,190.77875
7457,147.501,196.668,245.835
7458,198.0045,264.006,330.0075
7459,206.38725,275.183,343.97875
7460,189.099,252.132,315.165
7461,123.549,164.732,205.915
7462,73.617,98.156,122.695
7463,28.56075,38.081,47.60125
7464,14.75475,19.673,24.59125
7465,21.45075,28.601,35.75125
7466,27.8235,37.098,46.3725
7467,44.442,59.256,74.07
7468,47.22075,62.961,78.70125
7469,6.00375,8.005,10.00625
7470,97.37775,129.837,162.29625
7471,152.1105,202.814,253.5175
7472,208.34325,277.791,347.23875
7473,169.9035,226.538,283.1725
7474,107.91225,143.883,179.85375
7475,81.3705,108.494,135.6175
7476,84.02925,112.039,140.04875
7477,79.50975,106.013,132.51625
7478,68.826,91.768,114.71
7479,90.543,120.724,150.905
7480,94.06425,125.419,156.77375
7481,133.842,178.456,223.07
7482,189.573,252.764,315.955
7483,20.78325,27.711,34.63875
7484,176.44425,235.259,294.07375
7485,122.964,163.952,204.94
7486,62.1585,82.878,103.5975
7487,18.426,24.568,30.71
7488,18.22725,24.303,30.37875
7489,28.6995,38.266,47.8325
7490,33.98925,45.319,56.64875
7491,32.35125,43.135,53.91875
7492,45.02325,60.031,75.03875
7493,53.10975,70.813,88.51625
7494,85.91025,114.547,143.18375
7495,154.88625,206.515,258.14375
7496,199.37025,265.827,332.28375
7497,154.3935,205.858,257.3225
7498,10.40625,13.875,17.34375
7499,79.386,105.848,132.31
7500,63.2295,84.306,105.3825
7501,78.3705,104.494,130.6175
7502,72.243,96.324,120.405
7503,86.1345,114.846,143.5575
7504,119.5185,159.358,199.1975
7505,150.999,201.332,251.665
7506,192.6795,256.906,321.1325
7507,209.62425,279.499,349.37375
7508,16.695,22.26,27.825
7509,98.13225,130.843,163.55375
7510,38.95425,51.939,64.92375
7511,22.7865,30.382,37.9775
7512,1.116,1.488,1.86
7513,15.054,20.072,25.09
7514,28.64475,38.193,47.74125
7515,42.09525,56.127,70.15875
7516,41.22825,54.971,68.71375
7517,52.374,69.832,87.29
7518,90.31725,120.423,150.52875
7519,129.5955,172.794,215.9925
7520,171.34725,228.463,285.57875
7521,134.9685,179.958,224.9475
7522,115.64925,154.199,192.74875
7523,96.52425,128.699,160.87375
7524,95.64825,127.531,159.41375
7525,91.0365,121.382,151.7275
7526,109.31925,145.759,182.19875
7527,122.37675,163.169,203.96125
7528,132.93675,177.249,221.56125
7529,153.24825,204.331,255.41375
7530,172.99875,230.665,288.33125
7531,169.0815,225.442,281.8025
7532,154.87875,206.505,258.13125
7533,111.21825,148.291,185.36375
7534,59.943,79.924,99.905
7535,37.5945,50.126,62.6575
7536,16.059,21.412,26.765
7537,21.858,29.144,36.43
7538,30.7635,41.018,51.2725
7539,41.35125,55.135,68.91875
7540,38.39325,51.191,63.98875
7541,51.747,68.996,86.245
7542,90.01575,120.021,150.02625
7543,111.522,148.696,185.87
7544,140.79225,187.723,234.65375
7545,142.88925,190.519,238.14875
7546,115.8585,154.478,193.0975
7547,120.204,160.272,200.34
7548,9.96075,13.281,16.60125
7549,99.276,132.368,165.46
7550,108.306,144.408,180.51
7551,104.86275,139.817,174.77125
7552,134.87025,179.827,224.78375
7553,141.783,189.044,236.305
7554,172.6545,230.206,287.7575
7555,174.56625,232.755,290.94375
7556,131.8605,175.814,219.7675
7557,89.82525,119.767,149.70875
7558,60.60075,80.801,101.00125
7559,37.7415,50.322,62.9025
7560,26.33025,35.107,43.88375
7561,37.5945,50.126,62.6575
7562,36.07875,48.105,60.13125
7563,36.55425,48.739,60.92375
7564,39.02325,52.031,65.03875
7565,55.32675,73.769,92.21125
7566,99.76425,133.019,166.27375
7567,14.058,18.744,23.43
7568,190.9455,254.594,318.2425
7569,162.54975,216.733,270.91625
7570,109.92375,146.565,183.20625
7571,82.548,110.064,137.58
7572,78.16125,104.215,130.26875
7573,70.8315,94.442,118.0525
7574,79.038,105.384,131.73
7575,94.0455,125.394,156.7425
7576,118.1295,157.506,196.8825
7577,146.78025,195.707,244.63375
7578,193.00425,257.339,321.67375
7579,220.87125,294.495,368.11875
7580,170.982,227.976,284.97
7581,116.3145,155.086,193.8575
7582,52.50225,70.003,87.50375
7583,24.60825,32.811,41.01375
7584,25.977,34.636,43.295
7585,32.3085,43.078,53.8475
7586,34.02825,45.371,56.71375
7587,37.21275,49.617,62.02125
7588,4.16325,5.551,6.93875
7589,49.8495,66.466,83.0825
7590,86.7765,115.702,144.6275
7591,158.1315,210.842,263.5525
7592,186.6855,248.914,311.1425
7593,155.20725,206.943,258.67875
7594,110.3595,147.146,183.9325
7595,84.4485,112.598,140.7475
7596,72.37125,96.495,120.61875
7597,82.452,109.936,137.42
7598,81.08625,108.115,135.14375
7599,98.5785,131.438,164.2975
7600,123.90975,165.213,206.51625
7601,172.8615,230.482,288.1025
7602,215.41725,287.223,359.02875
7603,227.2545,303.006,378.7575
7604,184.287,245.716,307.145
7605,119.247,158.996,198.745
7606,59.343,79.124,98.905
7607,26.97825,35.971,44.96375
7608,12.2835,16.378,20.4725
7609,29.25975,39.013,48.76625
7610,35.18625,46.915,58.64375
7611,33.14325,44.191,55.23875
7612,48.47925,64.639,80.79875
7613,65.69325,87.591,109.48875
7614,90.4695,120.626,150.7825
7615,165.58575,220.781,275.97625
7616,222.89925,297.199,371.49875
7617,163.44375,217.925,272.40625
7618,108.7365,144.982,181.2275
7619,72.02325,96.031,120.03875
7620,67.97325,90.631,113.28875
7621,70.55925,94.079,117.59875
7622,79.93125,106.575,133.21875
7623,82.30275,109.737,137.17125
7624,96.55125,128.735,160.91875
7625,151.31325,201.751,252.18875
7626,192.804,257.072,321.34
7627,20.328,27.104,33.88
7628,178.83525,238.447,298.05875
7629,121.03425,161.379,201.72375
7630,56.874,75.832,94.79
7631,39.228,52.304,65.38
7632,27.72375,36.965,46.20625
7633,29.25975,39.013,48.76625
7634,32.05875,42.745,53.43125
7635,39.5805,52.774,65.9675
7636,42.129,56.172,70.215
7637,51.81825,69.091,86.36375
7638,91.76175,122.349,152.93625
7639,162.87675,217.169,271.46125
7640,19.79325,26.391,32.98875
7641,161.6895,215.586,269.4825
7642,103.69275,138.257,172.82125
7643,82.0665,109.422,136.7775
7644,70.36575,93.821,117.27625
7645,7.92825,10.571,13.21375
7646,71.2815,95.042,118.8025
7647,101.95875,135.945,169.93125
7648,114.384,152.512,190.64
7649,156.07125,208.095,260.11875
7650,203.02875,270.705,338.38125
7651,199.599,266.132,332.665
7652,183.12975,244.173,305.21625
7653,12.74925,16.999,21.24875
7654,66.60975,88.813,111.01625
7655,17.44125,23.255,29.06875
7656,29.5605,39.414,49.2675
7657,31.7145,42.286,52.8575
7658,33.918,45.224,56.53
7659,37.3515,49.802,62.2525
7660,42.47175,56.629,70.78625
7661,57.35175,76.469,95.58625
7662,98.20725,130.943,163.67875
7663,16.737,22.316,27.895
7664,205.69875,274.265,342.83125
7665,163.96275,218.617,273.27125
7666,112.53825,150.051,187.56375
7667,82.42425,109.899,137.37375
7668,74.58825,99.451,124.31375
7669,7.809,10.412,13.015
7670,70.7865,94.382,117.9775
7671,80.15025,106.867,133.58375
7672,105.282,140.376,175.47
7673,138.14475,184.193,230.24125
7674,189.1095,252.146,315.1825
7675,211.7805,282.374,352.9675
7676,174.7065,232.942,291.1775
7677,111.51525,148.687,185.85875
7678,40.40775,53.877,67.34625
7679,14.52975,19.373,24.21625
7680,1.39725,1.863,2.32875
7681,19.00725,25.343,31.67875
7682,26.619,35.492,44.365
7683,30.78075,41.041,51.30125
7684,44.83275,59.777,74.72125
7685,69.68775,92.917,116.14625
7686,91.8405,122.454,153.0675
7687,142.79025,190.387,237.98375
7688,14.172,18.896,23.62
7689,135.003,180.004,225.005
7690,114.828,153.104,191.38
7691,106.21575,141.621,177.02625
7692,91.29975,121.733,152.16625
7693,97.77525,130.367,162.95875
7694,108.44325,144.591,180.73875
7695,142.49325,189.991,237.48875
7696,130.03275,173.377,216.72125
7697,158.28975,211.053,263.81625
7698,170.061,226.748,283.435
7699,172.6665,230.222,287.7775
7700,144.68925,192.919,241.14875
7701,95.664,127.552,159.44
7702,37.656,50.208,62.76
7703,20.643,27.524,34.405
7704,14.9985,19.998,24.9975
7705,19.1505,25.534,31.9175
7706,38.8665,51.822,64.7775
7707,36.0105,48.014,60.0175
7708,43.2495,57.666,72.0825
7709,62.5335,83.378,104.2225
7710,96.32775,128.437,160.54625
7711,13.2705,17.694,22.1175
7712,160.8735,214.498,268.1225
7713,154.94775,206.597,258.24625
7714,100.24275,133.657,167.07125
7715,95.82825,127.771,159.71375
7716,11.59275,15.457,19.32125
7717,118.524,158.032,197.54
7718,113.8005,151.734,189.6675
7719,126.56625,168.755,210.94375
7720,137.11425,182.819,228.52375
7721,165.0315,220.042,275.0525
7722,173.517,231.356,289.195
7723,160.197,213.596,266.995
7724,128.93025,171.907,214.88375
7725,90.102,120.136,150.17
7726,62.85975,83.813,104.76625
7727,27.1515,36.202,45.2525
7728,2.9865,3.982,4.9775
7729,36.88425,49.179,61.47375
7730,35.28225,47.043,58.80375
7731,38.718,51.624,64.53
7732,44.058,58.744,73.43
7733,63.60075,84.801,106.00125
7734,10.28175,13.709,17.13625
7735,157.0095,209.346,261.6825
7736,193.77525,258.367,322.95875
