meta,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand
7737,247.845,254.041125,260.3921531,266.901957,273.5745059,280.4138685,287.4242152,294.6098206,301.9750661,309.5244428,247.845,260.23725,266.7431813,273.4117608,280.2470548,287.2532312,294.434562,301.795426,309.3403116,317.0738194,247.845,266.433375,273.0942094,279.9215646,286.9196037,294.0925938,301.4449087,308.9810314,316.7055572,324.6231961
7738,175.766,180.16015,184.6641538,189.2807576,194.0127765,198.8630959,203.8346733,208.9305402,214.1538037,219.5076488,175.766,184.5543,189.1681575,193.8973614,198.7447955,203.7134154,208.8062507,214.026407,219.3770672,224.8614939,175.766,188.94845,193.6721613,198.5139653,203.4768144,208.5637348,213.7778281,219.1222738,224.6003307,230.215339
7739,104.742,107.36055,110.0445638,112.7956778,115.6155698,118.505959,121.468608,124.5053232,127.6179563,130.8084052,104.742,109.9791,112.7285775,115.5467919,118.4354617,121.3963483,124.431257,127.5420384,130.7305894,133.9988541,104.742,112.59765,115.4125913,118.297906,121.2553537,124.2867375,127.393906,130.5787536,133.8432225,137.189303
7740,102.946,105.51965,108.1576413,110.8615823,113.6331218,116.4739499,119.3857986,122.3704436,125.4297047,128.5654473,102.946,108.0933,110.7956325,113.5655233,116.4046614,119.3147779,122.2976474,125.3550886,128.4889658,131.7011899,102.946,110.66695,113.4336238,116.2694643,119.176201,122.155606,125.2094961,128.3397335,131.5482269,134.8369325
7741,107.016,109.6914,112.433685,115.2445271,118.1256403,121.0787813,124.1057508,127.2083946,130.3886045,133.6483196,107.016,112.3668,115.17597,118.0553693,121.0067535,124.0319223,127.1327204,130.3110384,133.5688143,136.9080347,107.016,115.0422,117.918255,120.8662114,123.8878667,126.9850633,130.1596899,133.4136822,136.7490242,140.1677498
7742,111.037,113.812925,116.6582481,119.5747043,122.5640719,125.6281737,128.7688781,131.9881,135.2878025,138.6699976,111.037,116.58885,119.5035713,122.4911605,125.5534395,128.6922755,131.9095824,135.207322,138.587505,142.0521927,111.037,119.364775,122.3488944,125.4076167,128.5428072,131.7563773,135.0502868,138.4265439,141.8872075,145.4343877
7743,106.196,108.8509,111.5721725,114.3614768,117.2205137,120.1510266,123.1548022,126.2336723,129.3895141,132.624252,106.196,111.5058,114.293445,117.1507811,120.0795507,123.0815394,126.1585779,129.3125424,132.5453559,135.8589898,106.196,114.1607,117.0147175,119.9400854,122.9385876,126.0120523,129.1623536,132.3914124,135.7011977,139.0937277
7744,141.318,144.85095,148.4722238,152.1840293,155.9886301,159.8883458,163.8855545,167.9826933,172.1822607,176.4868172,141.318,148.3839,152.0934975,155.8958349,159.7932308,163.7880616,167.8827631,172.0798322,176.381828,180.7913737,141.318,151.91685,155.7147713,159.6076405,163.5978315,167.6877773,171.8799718,176.1769711,180.5813953,185.0959302
7745,195.665,200.556625,205.5705406,210.7098041,215.9775492,221.376988,226.9114127,232.584198,238.3988029,244.358773,195.665,205.44825,210.5844563,215.8490677,221.2452943,226.7764267,232.4458374,238.2569833,244.2134079,250.3187431,195.665,210.339875,215.5983719,220.9883312,226.5130395,232.1758654,237.9802621,243.9297686,250.0280128,256.2787132
7746,259.474,265.96085,272.6098713,279.425118,286.410746,293.5710146,300.91029,308.4330472,316.1438734,324.0474703,259.474,272.4477,279.2588925,286.2403648,293.3963739,300.7312833,308.2495654,315.9558045,323.8546996,331.9510671,259.474,278.93455,285.9079138,293.0556116,300.3820019,307.8915519,315.5888407,323.4785617,331.5655258,339.8546639
7747,276.515,283.427875,290.5135719,297.7764112,305.2208215,312.851342,320.6726255,328.6894412,336.9066772,345.3293441,276.515,290.34075,297.5992688,305.0392505,312.6652317,320.4818625,328.4939091,336.7062568,345.1239132,353.7520111,276.515,297.253625,304.6849656,312.3020898,320.109642,328.1123831,336.3151926,344.7230725,353.3411493,362.174678
7748,230.554,236.31785,242.2257963,248.2814412,254.4884772,260.8506891,267.3719563,274.0562553,280.9076616,287.9303532,230.554,242.0817,248.1337425,254.3370861,260.6955132,267.212901,273.8932236,280.7405542,287.759068,294.9530447,230.554,247.84555,254.0416888,260.392731,266.9025492,273.575113,280.4144908,287.4248531,294.6104744,301.9757363
7749,159.919,163.916975,168.0148994,172.2152719,176.5206537,180.93367,185.4570117,190.093437,194.845773,199.7169173,159.919,167.91495,172.1128238,176.4156443,180.8260355,185.3466863,189.9803535,194.7298623,199.5981089,204.5880616,159.919,171.912925,176.2107481,180.6160168,185.1314172,189.7597027,194.5036952,199.3662876,204.3504448,209.4592059
7750,94.088,96.4402,98.851205,101.3224851,103.8555473,106.4519359,109.1132343,111.8410652,114.6370918,117.5030191,94.088,98.7924,101.26221,103.7937653,106.3886094,109.0483246,111.7745327,114.568896,117.4331185,120.3689464,94.088,101.1446,103.673215,106.2650454,108.9216715,111.6447133,114.4358311,117.2967269,120.2291451,123.2348737
7751,55.321,56.704025,58.12162563,59.57466627,61.06403292,62.59063375,64.15539959,65.75928458,67.40326669,69.08834836,55.321,58.08705,59.53922625,61.02770691,62.55339958,64.11723457,65.72016543,67.36316957,69.04724881,70.77343003,55.321,59.470075,60.95682688,62.48074755,64.04276624,65.64383539,67.28493128,68.96705456,70.69123092,72.4585117
7752,39.402,40.38705,41.39672625,42.43164441,43.49243552,44.5797464,45.69424006,46.83659607,48.00751097,49.20769874,39.402,41.3721,42.4064025,43.46656256,44.55322663,45.66705729,46.80873372,47.97895207,49.17842587,50.40788652,39.402,42.35715,43.41607875,44.50148072,45.61401774,46.75436818,47.92322738,49.12130807,50.34934077,51.60807429
7753,46.697,47.864425,49.06103563,50.28756152,51.54475055,52.83336932,54.15420355,55.50805864,56.89576011,58.31815411,46.697,49.03185,50.25764625,51.51408741,52.80193959,54.12198808,55.47503778,56.86191373,58.28346157,59.74054811,46.697,50.199275,51.45425688,52.7406133,54.05912863,55.41060685,56.79587202,58.21576882,59.67116304,61.16294211
7754,51.188,52.4677,53.7793925,55.12387731,56.50197425,57.9145236,59.36238669,60.84644636,62.36760752,63.92679771,51.188,53.7474,55.091085,56.46836213,57.88007118,59.32707296,60.81024978,62.33050603,63.88876868,65.48598789,51.188,55.0271,56.4027775,57.81284694,59.25816811,60.73962231,62.25811287,63.81456569,65.40992984,67.04517808
7755,57.161,58.590025,60.05477563,61.55614502,63.09504864,64.67242486,66.28923548,67.94646637,69.64512802,71.38625623,57.161,60.01905,61.51952625,63.05751441,64.63395227,66.24980107,67.9060461,69.60369725,71.34378968,73.12738443,57.161,61.448075,62.98427688,64.5588838,66.17285589,67.82717729,69.52285672,71.26092814,73.04245134,74.86851263
7756,56.977,58.401425,59.86146063,61.35799714,62.89194707,64.46424575,66.07585189,67.72774819,69.42094189,71.15646544,56.977,59.82585,61.32149625,62.85453366,64.425897,66.03654442,67.68745803,69.37964448,71.1141356,72.89198899,56.977,61.250275,62.78153188,64.35107017,65.95984693,67.6088431,69.29906418,71.03154078,72.8073293,74.62751253
7757,66.654,68.32035,70.02835875,71.77906772,73.57354441,75.41288302,77.2982051,79.23066023,81.21142673,83.2417124,66.654,69.9867,71.7363675,73.52977669,75.3680211,77.25222163,79.18352717,81.16311535,83.19219324,85.27199807,66.654,71.65305,73.44437625,75.28048566,77.1624978,79.09156024,81.06884925,83.09557048,85.17295974,87.30228374
7758,121.685,124.727125,127.8453031,131.0414357,134.3174716,137.6754084,141.1172936,144.6452259,148.2613566,151.9678905,121.685,127.76925,130.9634813,134.2375683,137.5935075,141.0333452,144.5591788,148.1731583,151.8774872,155.6744244,121.685,130.811375,134.0816594,137.4337009,140.8695434,144.391282,148.001064,151.7010906,155.4936179,159.3809583
7759,203.182,208.26155,213.4680888,218.804791,224.2749107,229.8817835,235.6288281,241.5195488,247.5575375,253.746476,203.182,213.3411,218.6746275,224.1414932,229.7450305,235.4886563,241.3758727,247.4102695,253.5955262,259.9354144,203.182,218.42065,223.8811663,229.4781954,235.2151503,241.095529,247.1229173,253.3009902,259.633515,266.1243528
7760,256.703,263.120575,269.6985894,276.4410541,283.3520805,290.4358825,297.6967795,305.139199,312.767679,320.586871,256.703,269.53815,276.2766038,283.1835188,290.2631068,297.5196845,304.9576766,312.5816185,320.396159,328.4060629,256.703,275.955725,282.8546181,289.9259836,297.1741332,304.6034865,312.2185737,320.024038,328.024639,336.2252549
7761,203.034,208.10985,213.3125963,218.6454112,224.1115464,229.7143351,235.4571935,241.3436233,247.3772139,253.5616442,203.034,213.1857,218.5153425,223.9782261,229.5776817,235.3171238,241.2000519,247.2300531,253.4108045,259.7460746,203.034,218.26155,223.7180888,229.311041,235.043817,240.9199124,246.9429102,253.116483,259.4443951,265.9305049
7762,152.103,155.905575,159.8032144,163.7982947,167.8932521,172.0905834,176.392848,180.8026692,185.3227359,189.9558043,152.103,159.70815,163.7008538,167.7933751,171.9882095,176.2879147,180.6951126,185.2124904,189.8428026,194.5888727,152.103,163.510725,167.5984931,171.7884555,176.0831668,180.485246,184.9973772,189.6223116,194.3628694,199.2219411
7763,99.652,102.1433,104.6968825,107.3143046,109.9971622,112.7470912,115.5657685,118.4549127,121.4162855,124.4516927,99.652,104.6346,107.250465,109.9317266,112.6800198,115.4970203,118.3844458,121.3440569,124.3776584,127.4870998,99.652,107.1259,109.8040475,112.5491487,115.3628774,118.2469493,121.2031231,124.2332012,127.3390312,130.522507
7764,84.994,87.11885,89.29682125,91.52924178,93.81747283,96.16290965,98.56698239,101.0311569,103.5569359,106.1458593,84.994,89.2437,91.4747925,93.76166231,96.10570387,98.50834647,100.9710551,103.4953315,106.0827148,108.7347827,84.994,91.36855,93.65276375,95.99408284,98.39393491,100.8537833,103.3751279,105.9595061,108.6084937,111.3237061
7765,111.931,114.729275,117.5975069,120.5374445,123.5508807,126.6396527,129.805644,133.0507851,136.3770547,139.7864811,111.931,117.52755,120.4657388,123.4773822,126.5643168,129.7284247,132.9716353,136.2959262,139.7033243,143.1959075,111.931,120.325825,123.3339706,126.4173199,129.5777529,132.8171967,136.1376266,139.5410673,143.029594,146.6053338
7766,105.222,107.85255,110.5488638,113.3125853,116.1454,119.049035,122.0252609,125.0758924,128.2027897,131.4078594,105.222,110.4831,113.2451775,116.0763069,118.9782146,121.95267,125.0014867,128.1265239,131.329687,134.6129292,105.222,113.11365,115.9414913,118.8400285,121.8110292,124.856305,127.9777126,131.1771554,134.4565843,137.8179989
7767,134.407,137.767175,141.2113544,144.7416382,148.3601792,152.0691837,155.8709133,159.7676861,163.7618782,167.8559252,134.407,141.12735,144.6555338,148.2719221,151.9787201,155.7781881,159.6726429,163.6644589,167.7560704,171.9499722,134.407,144.487525,148.0997131,151.802206,155.5972611,159.4871926,163.4743724,167.5612318,171.7502626,176.0440191
7768,165.236,169.3669,173.6010725,177.9410993,182.3896268,186.9493675,191.6231017,196.4136792,201.3240212,206.3571217,165.236,173.4978,177.835245,182.2811261,186.8381543,191.5091081,196.2968358,201.2042567,206.2343632,211.3902222,165.236,177.6287,182.0694175,186.6211529,191.2866818,196.0688488,200.97057,205.9948343,211.1447051,216.4233228
7769,184.038,188.63895,193.3549238,198.1887968,203.1435168,208.2221047,213.4276573,218.7633487,224.2324325,229.8382433,184.038,193.2399,198.0708975,203.0226699,208.0982367,213.3006926,218.6332099,224.0990402,229.7015162,235.4440541,184.038,197.84085,202.7868713,207.856543,213.0529566,218.3792805,223.8387625,229.4347316,235.1705999,241.0498649
7770,242.813,248.883325,255.1054081,261.4830433,268.0201194,274.7206224,281.588638,288.6283539,295.8440628,303.2401643,242.813,254.95365,261.3274913,267.8606785,274.5571955,281.4211254,288.4566535,295.6680699,303.0597716,310.6362659,242.813,261.023975,267.5495744,274.2383137,281.0942716,288.1216284,295.3246691,302.7077858,310.2754804,318.0323675
7771,260.766,267.28515,273.9672788,280.8164607,287.8368722,295.032794,302.4086139,309.9688292,317.71805,325.6610012,260.766,273.8043,280.6494075,287.6656427,294.8572838,302.2287158,309.7844337,317.5290446,325.4672707,333.6039525,260.766,280.32345,287.3315363,294.5148247,301.8776953,309.4246377,317.1602536,325.0892599,333.2164914,341.5469037
7772,220.083,225.585075,231.2247019,237.0053194,242.9304524,249.0037137,255.2288066,261.6095267,268.1497649,274.853509,220.083,231.08715,236.8643288,242.785937,248.8555854,255.076975,261.4538994,267.9902469,274.6900031,281.5572531,220.083,236.589225,242.5039556,248.5665545,254.7807184,261.1502363,267.6789922,274.3709671,281.2302412,288.2609973
7773,133.427,136.762675,140.1817419,143.6862854,147.2784426,150.9604036,154.7344137,158.6027741,162.5678434,166.6320395,133.427,140.09835,143.6008088,147.190829,150.8705997,154.6423647,158.5084238,162.4711344,166.5329128,170.6962356,133.427,143.434025,147.0198756,150.6953725,154.4627568,158.3243257,162.2824339,166.3394947,170.4979821,174.7604317
7774,49.538,50.77645,52.04586125,53.34700778,54.68068298,56.04770005,57.44889255,58.88511487,60.35724274,61.86617381,49.538,52.0149,53.3152725,54.64815431,56.01435817,57.41471712,58.85008505,60.32133718,61.82937061,63.37510487,49.538,53.25335,54.58468375,55.94930084,57.34803336,58.7817342,60.25127755,61.75755949,63.30149848,64.88403594
7775,18.678,19.14495,19.62357375,20.11416309,20.61701717,21.1324426,21.66075367,22.20227251,22.75732932,23.32626255,18.678,19.6119,20.1021975,20.60475244,21.11987125,21.64786803,22.18906473,22.74379135,23.31238613,23.89519579,18.678,20.07885,20.58082125,21.09534178,21.62272533,22.16329346,22.7173758,23.28531019,23.86744295,24.46412902
7776,33.402,34.23705,35.09297625,35.97030066,36.86955817,37.79129713,38.73607956,39.70448154,40.69709358,41.71452092,33.402,35.0721,35.9489025,36.84762506,37.76881569,38.71303608,39.68086198,40.67288353,41.68970562,42.73194826,33.402,35.90715,36.80482875,37.72494947,38.66807321,39.63477504,40.62564441,41.64128552,42.68231766,43.7493756
7777,44.353,45.461825,46.59837063,47.76332989,48.95741314,50.18134847,51.43588218,52.72177923,54.03982371,55.39081931,44.353,46.57065,47.73491625,48.92828916,50.15149639,51.40528379,52.69041589,54.00767629,55.35786819,56.7418149,44.353,47.679475,48.87146188,50.09324842,51.34557963,52.62921912,53.9449496,55.29357334,56.67591267,58.09281049
7778,43.844,44.9401,46.0636025,47.21519256,48.39557238,49.60546169,50.84559823,52.11673818,53.41965664,54.75514805,43.844,46.0362,47.187105,48.36678263,49.57595219,50.815351,52.08573477,53.38787814,54.72257509,56.09063947,43.844,47.1323,48.3106075,49.51837269,50.756332,52.0252403,53.32587131,54.6590181,56.02549355,57.42613089
7779,52.602,53.91705,55.26497625,56.64660066,58.06276567,59.51433481,61.00219318,62.52724801,64.09042921,65.69268995,52.602,55.2321,56.6129025,58.02822506,59.47893069,60.96590396,62.49005156,64.05230284,65.65361042,67.29495068,52.602,56.54715,57.96082875,59.40984947,60.89509571,62.4174731,63.97790993,65.57735767,67.21679162,68.89721141
7780,52.949,54.272725,55.62954313,57.0202817,58.44578875,59.90693346,61.4046068,62.93972197,64.51321502,66.1260454,52.949,55.59645,56.98636125,58.41102028,59.87129579,61.36807818,62.90228014,64.47483714,66.08670807,67.73887577,52.949,56.920175,58.34317938,59.80175886,61.29680283,62.8292229,64.39995347,66.00995231,67.66020112,69.35170615
7781,68.192,69.8968,71.64422,73.4353255,75.27120864,77.15298885,79.08181357,81.05885891,83.08533039,85.16246365,68.192,71.6016,73.39164,75.226431,77.10709178,79.03476907,81.0106383,83.03590425,85.11180186,87.23959691,68.192,73.3064,75.13906,77.0175365,78.94297491,80.91654929,82.93946302,85.01294959,87.13827333,89.31673017
7782,119.825,122.820625,125.8911406,129.0384191,132.2643796,135.5709891,138.9602638,142.4342704,145.9951272,149.6450054,119.825,125.81625,128.9616563,132.1856977,135.4903401,138.8775986,142.3495386,145.908277,149.555984,153.2948836,119.825,128.811875,132.0321719,135.3329762,138.7163006,142.1842081,145.7388133,149.3822836,153.1168407,156.9447617
7783,210.749,216.017725,221.4181681,226.9536223,232.6274629,238.4431495,244.4042282,250.5143339,256.7771922,263.1966221,210.749,221.28645,226.8186113,232.4890765,238.3013034,244.258836,250.3653069,256.6244396,263.0400506,269.6160519,210.749,226.555175,232.2190544,238.0245307,243.975144,250.0745226,256.3263857,262.7345453,269.3029089,276.0354817
7784,280.837,287.857925,295.0543731,302.4307325,309.9915008,317.7412883,325.6848205,333.826941,342.1726145,350.7269299,280.837,294.87885,302.2508213,309.8070918,317.5522691,325.4910758,333.6283527,341.9690615,350.5182881,359.2812453,280.837,301.899775,309.4472694,317.1834511,325.1130374,333.2408633,341.5718849,350.111182,358.8639616,367.8355606
7785,215.811,221.206275,226.7364319,232.4048427,238.2149637,244.1703378,250.2745963,256.5314612,262.9447477,269.5183664,215.811,226.60155,232.2665888,238.0732535,244.0250848,250.1257119,256.3788547,262.7883261,269.3580342,276.0919851,215.811,231.996825,237.7967456,243.7416643,249.8352059,256.081086,262.4831132,269.045191,275.7713208,282.6656038
7786,140.796,144.3159,147.9237975,151.6218924,155.4124397,159.2977507,163.2801945,167.3621994,171.5462544,175.8349107,140.796,147.8358,151.531695,155.3199874,159.2029871,163.1830617,167.2626383,171.4442042,175.7303093,180.1235671,140.796,151.3557,155.1395925,159.0180823,162.9935344,167.0683727,171.245082,175.5262091,179.9143643,184.4122234
7787,134.837,138.207925,141.6631231,145.2047012,148.8348187,152.5556892,156.3695814,160.278821,164.2857915,168.3929363,134.837,141.57885,145.1183213,148.7462793,152.4649363,156.2765597,160.1834737,164.1880605,168.292762,172.5000811,134.837,144.949775,148.5735194,152.2878574,156.0950538,159.9974301,163.9973659,168.0973,172.2997325,176.6072259
7788,94.471,96.832775,99.25359438,101.7349342,104.2783076,106.8852653,109.5573969,112.2963318,115.1037401,117.9813336,94.471,99.19455,101.6744138,104.2162741,106.8216809,109.492223,112.2295285,115.0352668,117.9111484,120.8589271,94.471,101.556325,104.0952331,106.697614,109.3650543,112.0991807,114.9016602,117.7742017,120.7185567,123.7365206
7789,10.414,10.67435,10.94120875,11.21473897,11.49510744,11.78248513,12.07704726,12.37897344,12.68844777,13.00565897,10.414,10.9347,11.2080675,11.48826919,11.77547592,12.06986282,12.37160939,12.68089962,12.99792211,13.32287016,10.414,11.19505,11.47492625,11.76179941,12.05584439,12.3572405,12.66617151,12.9828258,13.30739645,13.64008136
7790,121.877,124.923925,128.0470231,131.2481987,134.5294037,137.8926388,141.3399547,144.8734536,148.4952899,152.2076722,121.877,127.97085,131.1701213,134.4493743,137.8106086,141.2558739,144.7872707,148.4069525,152.1171263,155.9200544,121.877,131.017775,134.2932194,137.6505499,141.0918136,144.6191089,148.2345867,151.9404513,155.7389626,159.6324367
7791,133.674,137.01585,140.4412463,143.9522774,147.5510843,151.2398614,155.020858,158.8963794,162.8687889,166.9405086,133.674,140.3577,143.8666425,147.4633086,151.1498913,154.9286386,158.8018545,162.7719009,166.8411984,171.0122284,133.674,143.69955,147.2920388,150.9743397,154.7486982,158.6174157,162.5828511,166.6474223,170.8136079,175.0839481
7792,136.939,140.362475,143.8715369,147.4683253,151.1550334,154.9339093,158.807257,162.7774384,166.8468744,171.0180462,136.939,143.78595,147.3805988,151.0651137,154.8417416,158.7127851,162.6806047,166.7476198,170.9163103,175.1892181,136.939,147.209425,150.8896606,154.6619021,158.5284497,162.4916609,166.5539525,170.7178013,174.9857463,179.36039
7793,197.986,202.93565,208.0090413,213.2092673,218.539499,224.0029864,229.6030611,235.3431376,241.2267161,247.257384,197.986,207.8853,213.0824325,218.4094933,223.8697306,229.4664739,235.2031358,241.0832142,247.1102945,253.2880519,197.986,212.83495,218.1558238,223.6097193,229.1999623,234.9299614,240.8032104,246.8232907,252.9938729,259.3187198
7794,253.615,259.955375,266.4542594,273.1156159,279.9435063,286.9420939,294.1156463,301.4685374,309.0052509,316.7303821,253.615,266.29575,272.9531438,279.7769723,286.7713967,293.9406816,301.2891986,308.8214286,316.5419643,324.4555134,253.615,272.636125,279.4520281,286.4383288,293.599287,300.9392692,308.462751,316.1743197,324.0786777,332.1806447
7795,266.758,273.42695,280.2626238,287.2691893,294.4509191,301.8121921,309.3574969,317.0914343,325.0187201,333.1441881,266.758,280.0959,287.0982975,294.2757549,301.6326488,309.173465,316.9028017,324.8253717,332.946006,341.2696561,266.758,286.76485,293.9339713,301.2823205,308.8143785,316.534738,324.4481065,332.5593091,340.8732918,349.3951241
7796,214.906,220.27865,225.7856163,231.4302567,237.2160131,243.1464134,249.2250737,255.4557006,261.8420931,268.3881454,214.906,225.6513,231.2925825,237.0748971,243.0017695,249.0768137,255.3037341,261.6863274,268.2284856,274.9341977,214.906,231.02395,236.7995488,242.7195375,248.7875259,255.0072141,261.3823944,267.9169543,274.6148781,281.4802501
7797,158.429,162.389725,166.4494681,170.6107048,174.8759724,179.2478718,183.7290686,188.3222953,193.0303526,197.8561115,158.429,166.35045,170.5092113,174.7719415,179.1412401,183.6197711,188.2102653,192.915522,197.73841,202.6818703,158.429,170.311175,174.5689544,178.9331782,183.4065077,187.9916704,192.6914621,197.5087487,202.4464674,207.5076291
7798,93.629,95.969725,98.36896813,100.8281923,103.3488971,105.9326196,108.5809351,111.2954584,114.0778449,116.929791,93.629,98.31045,100.7682113,103.2874165,105.8696019,108.516342,111.2292505,114.0099818,116.8602314,119.7817371,93.629,100.651175,103.1674544,105.7466407,108.3903068,111.1000644,113.877566,116.7245052,119.6426178,122.6336833
7799,51.875,53.171875,54.50117188,55.86370117,57.2602937,58.69180104,60.15909607,61.66307347,63.20465031,64.78476657,51.875,54.46875,55.83046875,57.22623047,58.65688623,60.12330839,61.6263911,63.16705087,64.74622715,66.36488282,51.875,55.765625,57.15976563,58.58875977,60.05347876,61.55481573,63.09368612,64.67102828,66.28780398,67.94499908
7800,27.882,28.57905,29.29352625,30.02586441,30.77651102,31.54592379,32.33457189,33.14293618,33.97150959,34.82079733,27.882,29.2761,30.0080025,30.75820256,31.52715763,32.31533657,33.12321998,33.95130048,34.80008299,35.67008507,27.882,29.97315,30.72247875,31.49054072,32.27780424,33.08474934,33.91186808,34.75966478,35.6286564,36.51937281
7801,45.133,46.261325,47.41785813,48.60330458,49.81838719,51.06384687,52.34044304,53.64895412,54.99017797,56.36493242,45.133,47.38965,48.57439125,49.78875103,51.03346981,52.30930655,53.61703922,54.9574652,56.33140183,57.73968687,45.133,48.517975,49.73092438,50.97419748,52.24855242,53.55476623,54.89363539,56.26597627,57.67262568,59.11444132
7802,47.093,48.270325,49.47708313,50.7140102,51.98186046,53.28140697,54.61344214,55.9787782,57.37824765,58.81270384,47.093,49.44765,50.68384125,51.95093728,53.24971071,54.58095348,55.94547732,57.34411425,58.77771711,60.24716004,47.093,50.624975,51.89059938,53.18786436,54.51756097,55.88049999,57.27751249,58.7094503,60.17718656,61.68161623
7803,46.272,47.4288,48.61452,49.829883,51.07563008,52.35252083,53.66133385,55.00286719,56.37793887,57.78738735,46.272,48.5856,49.80024,51.045246,52.32137715,53.62941158,54.97014687,56.34440054,57.75301055,59.19683582,46.272,49.7424,50.98596,52.260609,53.56712423,54.90630233,56.27895989,57.68593389,59.12808223,60.60628429
7804,48.929,50.152225,51.40603063,52.69118139,54.00846093,55.35867245,56.74263926,58.16120524,59.61523537,61.10561626,48.929,51.37545,52.65983625,53.97633216,55.32574046,56.70888397,58.12660607,59.57977122,61.0692655,62.59599714,48.929,52.598675,53.91364188,55.26148292,56.64301999,58.05909549,59.51057288,60.9983372,62.52329563,64.08637803
7805,72.724,74.5421,76.4056525,78.31579381,80.27368866,82.28053087,84.33754415,86.44598275,88.60713232,90.82231063,72.724,76.3602,78.269205,80.22593513,82.2315835,84.28737309,86.39455742,88.55442135,90.76828189,93.03748893,72.724,78.1783,80.1327575,82.13607644,84.18947835,86.29421531,88.45157069,90.66285996,92.92943146,95.25266724
7806,147.849,151.545225,155.3338556,159.217202,163.1976321,167.2775729,171.4595122,175.746,180.13965,184.6431412,147.849,155.24145,159.1224863,163.1005484,167.1780621,171.3575137,175.6414515,180.0324878,184.5333,189.1466325,147.849,158.937675,162.9111169,166.9838948,171.1584922,175.4374545,179.8233908,184.3189756,188.92695,193.6501237
7807,229.292,235.0243,240.8999075,246.9224052,253.0954653,259.422852,265.9084232,272.5561338,279.3700372,286.3542881,229.292,240.7566,246.775515,252.9449029,259.2685254,265.7502386,272.3939945,279.2038444,286.1839405,293.338539,229.292,246.4889,252.6511225,258.9674006,265.4415856,272.0776252,278.8795658,285.851555,292.9978439,300.32279
7808,267.625,274.315625,281.1735156,288.2028535,295.4079249,302.793123,310.362951,318.1220248,326.0750754,334.2269523,267.625,281.00625,288.0314063,295.2321914,302.6129962,310.1783211,317.9327791,325.8810986,334.0281261,342.3788292,267.625,287.696875,294.8892969,302.2615293,309.8180675,317.5635192,325.5026072,333.6401724,341.9811767,350.5307061
7809,224.396,230.0059,235.7560475,241.6499487,247.6911974,253.8834773,260.2305643,266.7363284,273.4047366,280.239855,224.396,235.6158,241.506195,247.5438499,253.7324461,260.0757573,266.5776512,273.2420925,280.0731448,287.0749734,224.396,241.2257,247.2563425,253.4377511,259.7736948,266.2680372,272.9247381,279.7478566,286.741553,293.9100918
7810,143.604,147.1941,150.8739525,154.6458013,158.5119463,162.474745,166.5366136,170.700029,174.9675297,179.3417179,143.604,150.7842,154.553805,158.4176501,162.3780914,166.4375437,170.5984823,174.8634443,179.2350304,183.7159062,143.604,154.3743,158.2336575,162.1894989,166.2442364,170.4003423,174.6603509,179.0268597,183.5025311,188.0900944
7811,11.312,11.5948,11.88467,12.18178675,12.48633142,12.7984897,13.11845195,13.44641325,13.78257358,14.12713792,11.312,11.8776,12.17454,12.4789035,12.79087609,13.11064799,13.43841419,13.77437454,14.11873391,14.47170226,11.312,12.1604,12.46441,12.77602025,13.09542076,13.42280628,13.75837643,14.10233584,14.45489424,14.81626659
7812,111.968,114.7672,117.63638,120.5772895,123.5917217,126.6815148,129.8485527,133.0947665,136.4221356,139.832689,111.968,117.5664,120.50556,123.518199,126.606154,129.7713078,133.0155905,136.3409803,139.7495048,143.2432424,111.968,120.3656,123.37474,126.4591085,129.6205862,132.8611009,136.1826284,139.5871941,143.076874,146.6537958
7813,111.783,114.577575,117.4420144,120.3780647,123.3875164,126.4722043,129.6340094,132.8748596,136.1967311,139.6016494,111.783,117.37215,120.3064538,123.3141151,126.396968,129.5568922,132.7958145,136.1157098,139.5186026,143.0065676,111.783,120.166725,123.1708931,126.2501655,129.4064196,132.6415801,135.9576196,139.3565601,142.8404741,146.4114859
7814,116.491,119.403275,122.3883569,125.4480658,128.5842674,131.7988741,135.093846,138.4711921,141.9329719,145.4812962,116.491,122.31555,125.3734388,128.5077747,131.7204691,135.0134808,138.3888178,141.8485383,145.3947517,149.0296205,116.491,125.227825,128.3585206,131.5674836,134.8566707,138.2280875,141.6837897,145.2258844,148.8565315,152.5779448
7815,128.363,131.572075,134.8613769,138.2329113,141.6887341,145.2309524,148.8617262,152.5832694,156.3978511,160.3077974,128.363,134.78115,138.1506788,141.6044457,145.1445569,148.7731708,152.4925001,156.3048126,160.2124329,164.2177437,128.363,137.990225,141.4399806,144.9759801,148.6003796,152.3153891,156.1232739,160.0263557,164.0270146,168.12769
7816,156.822,160.74255,164.7611138,168.8801416,173.1021451,177.4296988,181.8654412,186.4120773,191.0723792,195.8491887,156.822,164.6631,168.7796775,172.9991694,177.3241487,181.7572524,186.3011837,190.9587133,195.7326811,200.6259982,156.822,168.58365,172.7982413,177.1181973,181.5461522,186.084806,190.7369262,195.5053493,200.3929831,205.4028076
