meta,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,low_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,base_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand,high_demand
1790,119.225,122.205625,125.2607656,128.3922848,131.6020919,134.8921442,138.2644478,141.721059,145.2640855,148.8956876,119.225,125.18625,128.3159063,131.5238039,134.811899,138.1821965,141.6367514,145.1776702,148.8071119,152.5272897,119.225,128.166875,131.3710469,134.655323,138.0217061,141.4722488,145.009055,148.6342814,152.3501384,156.1588919
1791,123.743,126.836575,130.0074894,133.2576766,136.5891185,140.0038465,143.5039426,147.0915412,150.7688297,154.5380505,123.743,129.93015,133.1784038,136.5078638,139.9205604,143.4185745,147.0040388,150.6791398,154.4461183,158.3072712,123.743,133.023725,136.3493181,139.7580511,143.2520024,146.8333024,150.504135,154.2667383,158.1234068,162.076492
1792,142.687,146.254175,149.9105294,153.6582926,157.4997499,161.4372437,165.4731748,169.6100041,173.8502542,178.1965106,142.687,149.82135,153.5668838,157.4060558,161.3412072,165.3747374,169.5091059,173.7468335,178.0905043,182.5427669,142.687,153.388525,157.2232381,161.1538191,165.1826646,169.3122312,173.5450369,177.8836629,182.3307544,186.8890233
1793,204.313,209.420825,214.6563456,220.0227543,225.5233231,231.1614062,236.9404414,242.8639524,248.9355512,255.15894,204.313,214.52865,219.8918663,225.3891629,231.023892,236.7994893,242.7194765,248.7874634,255.00715,261.3823288,204.313,219.636475,225.1273869,230.7555715,236.5244608,242.4375724,248.4985117,254.7109745,261.0787488,267.6057175
1794,259.343,265.826575,272.4722394,279.2840454,286.2661465,293.4228002,300.7583702,308.2773294,315.9842626,323.8838692,259.343,272.31015,279.1179038,286.0958513,293.2482476,300.5794538,308.0939402,315.7962887,323.6911959,331.7834758,259.343,278.793725,285.7635681,292.9076573,300.2303488,307.7361075,315.4295102,323.3152479,331.3981291,339.6830823
1795,291.928,299.2262,306.706855,314.3745264,322.2338895,330.2897368,338.5469802,347.0106547,355.6859211,364.5780691,291.928,306.5244,314.18751,322.0421978,330.0932527,338.345584,346.8042236,355.4743292,364.3611874,373.4702171,291.928,313.8226,321.668165,329.7098691,337.9526159,346.4014312,355.061467,363.9380037,373.0364538,382.3623651
1796,270.332,277.0903,284.0175575,291.1179964,298.3959463,305.855845,313.5022411,321.3397972,329.3732921,337.6076244,270.332,283.8486,290.944815,298.2184354,305.6738963,313.3157437,321.1486373,329.1773532,337.406787,345.8419567,270.332,290.6069,297.8720725,305.3188743,312.9518462,320.7756423,328.7950334,337.0149092,345.4402819,354.076289
1797,185.115,189.742875,194.4864469,199.348608,204.3323232,209.4406313,214.6766471,220.0435633,225.5446524,231.1832687,185.115,194.37075,199.2300188,204.2107692,209.3160384,214.5489394,219.9126629,225.4104795,231.0457415,236.821885,185.115,198.998625,203.9735906,209.0729304,214.2997537,219.6572475,225.1486787,230.7773956,236.5468305,242.4605013
1798,8.574,8.78835,9.00805875,9.233260219,9.464091724,9.700694017,9.943211368,10.19179165,10.44658644,10.7077511,8.574,9.0027,9.2277675,9.458461688,9.69492323,9.93729631,10.18572872,10.44037194,10.70138123,10.96891577,8.574,9.21705,9.44747625,9.683663156,9.925754735,10.1738986,10.42824607,10.68895222,10.95617603,11.23008043
1799,43.441,44.527025,45.64020063,46.78120564,47.95073578,49.14950418,50.37824178,51.63769783,52.92864027,54.25185628,43.441,45.61305,46.75337625,47.92221066,49.12026592,50.34827257,51.60697938,52.89715387,54.21958272,55.57507228,43.441,46.699075,47.86655188,49.06321567,50.28979606,51.54704097,52.83571699,54.15660991,55.51052516,56.89828829
1800,17.122,17.55005,17.98880125,18.43852128,18.89948431,19.37197142,19.85627071,20.35267747,20.86149441,21.38303177,17.122,17.9781,18.4275525,18.88824131,19.36044735,19.84445853,20.34056999,20.84908424,21.37031135,21.90456913,17.122,18.40615,18.86630375,19.33796134,19.82141038,20.31694564,20.82486928,21.34549101,21.87912828,22.42610649
1801,23.476,24.0629,24.6644725,25.28108431,25.91311142,26.56093921,27.22496269,27.90558675,28.60322642,29.31830708,23.476,24.6498,25.266045,25.89769613,26.54513853,27.20876699,27.88898617,28.58621082,29.30086609,30.03338774,23.476,25.2367,25.8676175,26.51430794,27.17716564,27.85659478,28.55300965,29.26683489,29.99850576,30.7484684
1802,2.254,2.31035,2.36810875,2.427311469,2.487994255,2.550194112,2.613948965,2.679297689,2.746280131,2.814937134,2.254,2.3667,2.4258675,2.486514188,2.548677042,2.612393968,2.677703817,2.744646413,2.813262573,2.883594138,2.254,2.42305,2.48362625,2.545716906,2.609359829,2.674593825,2.74145867,2.809995137,2.880245015,2.952251141
1803,36.881,37.803025,38.74810063,39.71680314,40.70972322,41.7274663,42.77065296,43.83991928,44.93591726,46.05931519,36.881,38.72505,39.69317625,40.68550566,41.7026433,42.74520938,43.81383961,44.9091856,46.03191525,47.18271313,36.881,39.647075,40.63825188,41.65420817,42.69556338,43.76295246,44.85702627,45.97845193,47.12791323,48.30611106
1804,56.854,58.27535,59.73223375,61.22553959,62.75617808,64.32508254,65.9332096,67.58153984,69.27107834,71.00285529,56.854,59.6967,61.1891175,62.71884544,64.28681657,65.89398699,67.54133666,69.22987008,70.96061683,72.73463225,56.854,61.11805,62.64600125,64.21215128,65.81745506,67.46289144,69.14946373,70.87820032,72.65015533,74.46640921
1805,73.836,75.6819,77.5739475,79.51329619,81.50112859,83.53865681,85.62712323,87.76780131,89.96199634,92.21104625,73.836,77.5278,79.465995,81.45264488,83.488961,85.57618502,87.71558965,89.90847939,92.15619137,94.46009616,73.836,79.3737,81.3580425,83.39199356,85.4767934,87.61371324,89.80405607,92.04915747,94.35038641,96.70914607
1806,123.198,126.27795,129.4348988,132.6707712,135.9875405,139.387229,142.8719097,146.4437075,150.1048002,153.8574202,123.198,129.3579,132.5918475,135.9066437,139.3043098,142.7869175,146.3565905,150.0155052,153.7658929,157.6100402,123.198,132.43785,135.7487963,139.1425162,142.6210791,146.186606,149.8412712,153.587303,157.4269855,161.3626602
1807,17.443,17.879075,18.32605188,18.78420317,19.25380825,19.73515346,20.22853229,20.7342456,21.25260174,21.78391678,17.443,18.31515,18.77302875,19.24235447,19.72341333,20.21649866,20.72191113,21.23995891,21.77095788,22.31523183,17.443,18.751225,19.22000563,19.70050577,20.19301841,20.69784387,21.21528997,21.74567222,22.28931402,22.84654687
1808,214.732,220.1003,225.6028075,231.2428777,237.0239496,242.9495484,249.0232871,255.2488693,261.630091,268.1708433,214.732,225.4686,231.105315,236.8829479,242.8050216,248.8751471,255.0970258,261.4744514,268.0113127,274.7115955,214.732,230.8369,236.6078225,242.5230181,248.5860935,254.8007459,261.1707645,267.7000336,274.3925345,281.2523478
1809,200.433,205.443825,210.5799206,215.8444186,221.2405291,226.7715423,232.4408309,238.2518517,244.208148,250.3133517,200.433,210.45465,215.7160163,221.1089167,226.6366396,232.3025556,238.1101195,244.0628724,250.1644442,256.4185554,200.433,215.465475,220.8521119,226.3734147,232.03275,237.8335688,243.779408,249.8738932,256.1207405,262.5237591
1810,148.563,152.277075,156.0840019,159.9861019,163.9857545,168.0853983,172.2875333,176.5947216,181.0095897,185.5348294,148.563,155.99115,159.8909288,163.888202,167.985407,172.1850422,176.4896682,180.90191,185.4244577,190.0600691,148.563,159.705225,163.6978556,167.790302,171.9850596,176.2846861,180.6918032,185.2090983,189.8393257,194.5853089
1811,129.817,133.062425,136.3889856,139.7987103,143.293678,146.87602,150.5479205,154.3116185,158.1694089,162.1236442,129.817,136.30785,139.7155463,143.2084349,146.7886458,150.4583619,154.219821,158.0753165,162.0271994,166.0778794,129.817,139.553275,143.0421069,146.6181595,150.2836135,154.0407039,157.8917215,161.8390145,165.8849899,170.0321146
1812,132.485,135.797125,139.1920531,142.6718545,146.2386508,149.8946171,153.6419825,157.4830321,161.4201079,165.4556106,132.485,139.10925,142.5869813,146.1516558,149.8054472,153.5505834,157.3893479,161.3240816,165.3571837,169.4911133,132.485,142.421375,145.9819094,149.6314571,153.3722435,157.2065496,161.1367134,165.1651312,169.2942595,173.526616
1813,13.551,13.889775,14.23701938,14.59294486,14.95776848,15.33171269,15.71500551,16.10788065,16.51057766,16.92334211,13.551,14.22855,14.58426375,14.94887034,15.3225921,15.7056569,16.09829833,16.50075579,16.91327468,17.33610655,13.551,14.567325,14.93150813,15.30479583,15.68741572,16.07960112,16.48159114,16.89363092,17.3159717,17.74887099
1814,165.035,169.160875,173.3898969,177.7246443,182.1677604,186.7219544,191.3900033,196.1747534,201.0791222,206.1061002,165.035,173.28675,177.6189188,182.0593917,186.6108765,191.2761484,196.0580521,200.9595034,205.983491,211.1330783,165.035,177.412625,181.8479406,186.3941391,191.0539926,195.8303424,200.726101,205.7442535,210.8878599,216.1600564
1815,165.074,169.20085,173.4308713,177.766643,182.2108091,186.7660793,191.4352313,196.2211121,201.1266399,206.1548059,165.074,173.3277,177.6608925,182.1024148,186.6549752,191.3213496,196.1043833,201.0069929,206.0321677,211.1829719,165.074,177.45455,181.8909138,186.4381866,191.0991413,195.8766198,200.7735353,205.7928737,210.9376955,216.2111379
1816,201.327,206.360175,211.5191794,216.8071589,222.2273378,227.7830213,233.4775968,239.3145367,245.2974001,251.4298352,201.327,211.39335,216.6781838,222.0951383,227.6475168,233.3387047,239.1721723,245.1514766,251.2802636,257.5622702,201.327,216.426525,221.8371881,227.3831178,233.0676958,238.8943882,244.8667479,250.9884166,257.263127,263.6947052
1817,197.611,202.551275,207.6150569,212.8054333,218.1255691,223.5787084,229.1681761,234.8973805,240.769815,246.7890604,197.611,207.49155,212.6788388,217.9958097,223.445705,229.0318476,234.7576438,240.6265849,246.6422495,252.8083057,197.611,212.431825,217.7426206,223.1861861,228.7658408,234.4849868,240.3471115,246.3557893,252.514684,258.8275511
1818,227.885,233.582125,239.4216781,245.4072201,251.5424006,257.8309606,264.2767346,270.883653,277.6557443,284.5971379,227.885,239.27925,245.2612313,251.392762,257.6775811,264.1195206,270.7225086,277.4905713,284.4278356,291.5385315,227.885,244.976375,251.1007844,257.378304,263.8127616,270.4080806,277.1682826,284.0974897,291.1999269,298.4799251
1819,219.044,224.5201,230.1331025,235.8864301,241.7835908,247.8281806,254.0238851,260.3744822,266.8838443,273.5559404,219.044,229.9962,235.746105,241.6397576,247.6807516,253.8727704,260.2195896,266.7250794,273.3932063,280.2280365,219.044,235.4723,241.3591075,247.3930852,253.5779123,259.9173601,266.4152941,273.0756765,279.9025684,286.9001326
1820,155.955,159.853875,163.8502219,167.9464774,172.1451394,176.4487678,180.859987,185.3814867,190.0160239,194.7664245,155.955,163.75275,167.8465688,172.042733,176.3438013,180.7523963,185.2712062,189.9029864,194.650561,199.5168251,155.955,167.651625,171.8429156,176.1389885,180.5424632,185.0560248,189.6824254,194.4244861,199.2850982,204.2672257
1821,109.666,112.40765,115.2178413,118.0982873,121.0507445,124.0770131,127.1789384,130.3584119,133.6173722,136.9578065,109.666,115.1493,118.0280325,120.9787333,124.0032016,127.1032817,130.2808637,133.5378853,136.8763325,140.2982408,109.666,117.89095,120.8382238,123.8591793,126.9556588,130.1295503,133.3827891,136.7173588,140.1352928,143.6386751
1822,69.543,71.281575,73.06361438,74.89020473,76.76245985,78.68152135,80.64855938,82.66477337,84.7313927,86.84967752,69.543,73.02015,74.84565375,76.71679509,78.63471497,80.60058285,82.61559742,84.68098735,86.79801204,88.96796234,69.543,74.758725,76.62769313,78.54338545,80.50697009,82.51964434,84.58263545,86.69720134,88.86463137,91.08624715
1823,42.313,43.370825,44.45509563,45.56647302,46.70563484,47.87327571,49.0701076,50.29686029,51.5542818,52.84313885,42.313,44.42865,45.53936625,46.67785041,47.84479667,49.04091658,50.2669395,51.52361299,52.81170331,54.13199589,42.313,45.486475,46.62363688,47.7892278,48.98395849,50.20855745,51.46377139,52.75036568,54.06912482,55.42085294
1824,37.615,38.555375,39.51925938,40.50724086,41.51992188,42.55791993,43.62186793,44.71241462,45.83022499,46.97598061,37.615,39.49575,40.48314375,41.49522234,42.5326029,43.59591797,44.68581592,45.80296132,46.94803536,48.12173624,37.615,40.436125,41.44702813,42.48320383,43.54528392,44.63391602,45.74976392,46.89350802,48.06584572,49.26749186
1825,43.302,44.38455,45.49416375,46.63151784,47.79730579,48.99223843,50.2170444,51.47247051,52.75928227,54.07826432,43.302,45.4671,46.6037775,47.76887194,48.96309374,50.18717108,51.44185036,52.72789662,54.04609403,55.39724638,43.302,46.54965,47.71339125,48.90622603,50.12888168,51.38210372,52.66665632,53.98332273,55.33290579,56.71622844
1826,42.835,43.905875,45.00352188,46.12860992,47.28182517,48.4638708,49.67546757,50.91735426,52.19028811,53.49504532,42.835,44.97675,46.10116875,47.25369797,48.43504042,49.64591643,50.88706434,52.15924095,53.46322197,54.79980252,42.835,46.047625,47.19881563,48.37878602,49.58825567,50.82796206,52.09866111,53.40112764,54.73615583,56.10455972
1827,55.457,56.843425,58.26451063,59.72112339,61.21415148,62.74450526,64.31311789,65.92094584,67.56896949,69.25819372,55.457,58.22985,59.68559625,61.17773616,62.70717956,64.27485905,65.88173053,67.52877379,69.21699313,70.94741796,55.457,59.616275,61.10668188,62.63434892,64.20020764,65.80521284,67.45034316,69.13660174,70.86501678,72.6366422
1828,51.047,52.323175,53.63125438,54.97203573,56.34633663,57.75499504,59.19886992,60.67884167,62.19581271,63.75070803,51.047,53.59935,54.93933375,56.31281709,57.72063752,59.16365346,60.6427448,62.15881342,63.71278375,65.30560334,51.047,54.875525,56.24741313,57.65359845,59.09493841,60.57231187,62.08661967,63.63878516,65.22975479,66.86049866
1829,67.478,69.16495,70.89407375,72.66642559,74.48308623,76.34516339,78.25379247,80.21013729,82.21539072,84.27077549,67.478,70.8519,72.6231975,74.43877744,76.29974687,78.20724055,80.16242156,82.1664821,84.22064415,86.32616025,67.478,72.53885,74.35232125,76.21112928,78.11640751,80.0693177,82.07105064,84.12282691,86.22589758,88.38154502
1830,113.654,116.49535,119.4077338,122.3929271,125.4527503,128.589069,131.8037958,135.0988906,138.4763629,141.938272,113.654,119.3367,122.3201175,125.3781204,128.5125734,131.7253878,135.0185225,138.3939855,141.8538352,145.4001811,113.654,122.17805,125.2325013,128.3633138,131.5723966,134.8617065,138.2332492,141.6890804,145.2313074,148.8620901
1831,157.155,161.083875,165.1109719,169.2387462,173.4697148,177.8064577,182.2516191,186.8079096,191.4781074,196.26506,157.155,165.01275,169.1380688,173.3665205,177.7006835,182.1432006,186.6967806,191.3642001,196.1483051,201.0520127,157.155,168.941625,173.1651656,177.4942948,181.9316521,186.4799434,191.141942,195.9204906,200.8185028,205.8389654
1832,183.979,188.578475,193.2929369,198.1252603,203.0783918,208.1553516,213.3592354,218.6932163,224.1605467,229.7645603,183.979,193.17795,198.0073988,202.9575837,208.0315233,213.2323114,218.5631192,224.0271972,229.6278771,235.368574,183.979,197.777425,202.7218606,207.7899071,212.9846548,218.3092712,223.767003,229.361178,235.0952075,240.9725877
1833,167.062,171.23855,175.5195138,179.9075016,184.4051891,189.0153189,193.7407018,198.5842194,203.5488249,208.6375455,167.062,175.4151,179.8004775,184.2954894,188.9028767,193.6254486,198.4660848,203.4277369,208.5134303,213.7262661,167.062,179.59165,184.0814413,188.6834773,193.4005642,198.2355783,203.1914678,208.2712545,213.4780358,218.8149867
1834,142.235,145.790875,149.4356469,153.171538,157.0008265,160.9258472,164.9489933,169.0727182,173.2995361,177.6320245,142.235,149.34675,153.0804188,156.9074292,160.8301149,164.8508678,168.9721395,173.196443,177.5263541,181.9645129,142.235,152.902625,156.7251906,160.6433204,164.6594034,168.7758885,172.9952857,177.3201678,181.753172,186.2970013
1835,13.719,14.061975,14.41352438,14.77386248,15.14320905,15.52178927,15.909834,16.30757985,16.71526935,17.13315108,13.719,14.40495,14.76507375,15.13420059,15.51255561,15.9003695,16.29787874,16.7053257,17.12295885,17.55103282,13.719,14.747925,15.11662313,15.4945387,15.88190217,16.27894972,16.68592347,17.10307155,17.53064834,17.96891455
1836,143.437,147.022925,150.6984981,154.4659606,158.3276096,162.2857998,166.3429448,170.5015184,174.7640564,179.1331578,143.437,150.60885,154.3740713,158.233423,162.1892586,166.2439901,170.4000898,174.6600921,179.0265944,183.5022592,143.437,154.194775,158.0496444,162.0008855,166.0509076,170.2021803,174.4572348,178.8186657,183.2891323,187.8713606
1837,140.012,143.5123,147.1001075,150.7776102,154.5470504,158.4107267,162.3709949,166.4302697,170.5910265,174.8558021,140.012,147.0126,150.687915,154.4551129,158.3164907,162.274403,166.331263,170.4895446,174.7517832,179.1205778,140.012,150.5129,154.2757225,158.1326156,162.085931,166.1380792,170.2915312,174.5488195,178.91254,183.3853535
1838,144.759,148.377975,152.0874244,155.88961,159.7868502,163.7815215,167.8760595,172.072961,176.374785,180.7841547,144.759,151.99695,155.7968738,159.6917956,163.6840905,167.7761927,171.9705976,176.2698625,180.6766091,185.1935243,144.759,155.615925,159.5063231,163.4939812,167.5813307,171.770864,176.0651356,180.466764,184.9784331,189.6028939
1839,167.543,171.731575,176.0248644,180.425486,184.9361231,189.5595262,194.2985144,199.1559772,204.1348767,209.2382486,167.543,175.92015,180.3181538,184.8261076,189.4467603,194.1829293,199.0375025,204.0134401,209.1137761,214.3416205,167.543,180.108725,184.6114431,189.2267292,193.9573974,198.8063324,203.7764907,208.8709029,214.0926755,219.4449924
1840,210.024,215.2746,220.656465,226.1728766,231.8271985,237.6228785,243.5634505,249.6525367,255.8938501,262.2911964,210.024,220.5252,226.03833,231.6892883,237.4815205,243.4185585,249.5040224,255.741623,262.1351636,268.6885427,210.024,225.7758,231.420195,237.2056999,243.1358424,249.2142384,255.4445944,261.8307093,268.376477,275.0858889
1841,232.317,238.124925,244.0780481,250.1799993,256.4344993,262.8453618,269.4164958,276.1519082,283.0557059,290.1320986,232.317,243.93285,250.0311713,256.2819505,262.6889993,269.2562243,275.9876299,282.8873206,289.9595036,297.2084912,232.317,249.740775,255.9842944,262.3839017,268.9434993,275.6670868,282.5587639,289.622733,296.8633014,304.2848839
1842,249.344,255.5776,261.96704,268.516216,275.2291214,282.1098494,289.1625957,296.3916606,303.8014521,311.3964884,249.344,261.8112,268.35648,275.065392,281.9420268,288.9905775,296.2153419,303.6207255,311.2112436,318.9915247,249.344,268.0448,274.74592,281.614568,288.6549322,295.8713055,303.2680881,310.8497903,318.6210351,326.586561
1843,211.792,217.0868,222.51397,228.0768193,233.7787397,239.6232082,245.6137884,251.7541331,258.0479865,264.4991861,211.792,222.3816,227.94114,233.6396685,239.4806602,245.4676767,251.6043686,257.8944779,264.3418398,270.9503858,211.792,227.6764,233.36831,239.2025178,245.1825807,251.3121452,257.5949488,264.0348226,270.6356931,277.4015855
1844,189.448,194.1842,199.038805,204.0147751,209.1151445,214.3430231,219.7015987,225.1941387,230.8239921,236.5945919,189.448,198.9204,203.89341,208.9907453,214.2155139,219.5709017,225.0601743,230.6866786,236.4538456,242.3651917,189.448,203.6566,208.748015,213.9667154,219.3158833,224.7987803,230.4187498,236.1792186,242.0836991,248.1357915
1845,130.602,133.86705,137.2137263,140.6440694,144.1601711,147.7641754,151.4582798,155.2447368,159.1258552,163.1040016,130.602,137.1321,140.5604025,144.0744126,147.6762729,151.3681797,155.1523842,159.0311938,163.0069736,167.082148,130.602,140.39715,143.9070788,147.5047557,151.1923746,154.972184,158.8464886,162.8176508,166.8880921,171.0602944
1846,66.669,68.335725,70.04411813,71.79522108,73.59010161,75.42985415,77.3156005,79.24849051,81.22970277,83.26044534,66.669,70.00245,71.75251125,73.54632403,75.38498213,77.26960669,79.20134685,81.18138052,83.21091504,85.29118791,66.669,71.669175,73.46090438,75.29742698,77.17986266,79.10935923,81.08709321,83.11427054,85.1921273,87.32193048
1847,30.415,31.175375,31.95475938,32.75362836,33.57246907,34.4117808,35.27207531,36.1538772,37.05772413,37.98416723,30.415,31.93575,32.73414375,33.55249734,34.39130978,35.25109252,36.13236983,37.03567908,37.96157106,38.91061033,30.415,32.696125,33.51352813,34.35136633,35.21015049,36.09040425,36.99266435,37.91748096,38.86541799,39.83705344
1848,34.508,35.3707,36.2549675,37.16134169,38.09037523,39.04263461,40.01870048,41.01916799,42.04464719,43.09576337,34.508,36.2334,37.139235,38.06771588,39.01940877,39.99489399,40.99476634,42.0196355,43.07012639,44.14687955,34.508,37.0961,38.0235025,38.97409006,39.94844231,40.94715337,41.97083221,43.02010301,44.09560559,45.19799573
1849,46.057,47.208425,48.38863563,49.59835152,50.8383103,52.10926806,53.41199976,54.74729976,56.11598225,57.51888181,46.057,48.35985,49.56884625,50.80806741,52.07826909,53.38022582,54.71473146,56.08259975,57.48466474,58.92178136,46.057,49.511275,50.74905688,52.0177833,53.31822788,54.65118358,56.01746317,57.41789974,58.85334724,60.32468092
1850,50.486,51.74815,53.04185375,54.36790009,55.7270976,57.12027504,58.54828191,60.01198896,61.51228868,63.0500959,50.486,53.0103,54.3355575,55.69394644,57.0862951,58.51345248,59.97628879,61.47569601,63.01258841,64.58790312,50.486,54.27245,55.62926125,57.01999278,58.4454926,59.90662992,61.40429566,62.93940306,64.51288813,66.12571033
1851,53.688,55.0302,56.405955,57.81610388,59.26150647,60.74304413,62.26162024,63.81816074,65.41361476,67.04895513,53.688,56.3724,57.78171,59.22625275,60.70690907,62.2245818,63.78019634,65.37470125,67.00906878,68.6842955,53.688,57.7146,59.157465,60.63640163,62.15231167,63.70611946,65.29877244,66.93124175,68.6045228,70.31963587
1852,78.836,80.8069,82.8270725,84.89774931,87.02019305,89.19569787,91.42559032,93.71123008,96.05401083,98.4553611,78.836,82.7778,84.847245,86.96842613,89.14263678,91.3712027,93.65548277,95.99686983,98.39679158,100.8567114,78.836,84.7487,86.8674175,89.03910294,91.26508051,93.54670752,95.88537521,98.28250959,100.7395723,103.2580616
1853,95.723,98.116075,100.5689769,103.0832013,105.6602813,108.3017884,111.0093331,113.7845664,116.6291806,119.5449101,95.723,100.50915,103.0218788,105.5974257,108.2373614,110.9432954,113.7168778,116.5597997,119.4737947,122.4606396,95.723,102.902225,105.4747806,108.1116501,110.8144414,113.5848024,116.4244225,119.3350331,122.3184089,125.3763691
1854,139.189,142.668725,146.2354431,149.8913292,153.6386124,157.4795777,161.4165672,165.4519814,169.5882809,173.8279879,139.189,146.14845,149.8021613,153.5472153,157.3858957,161.3205431,165.3535566,169.4873955,173.7245804,178.0676949,139.189,149.628175,153.3688794,157.2031014,161.1331789,165.1615084,169.2905461,173.5228097,177.86088,182.307402
1855,260.251,266.757275,273.4262069,280.261862,287.2684086,294.4501188,301.8113718,309.3566561,317.0905725,325.0178368,260.251,273.26355,280.0951388,287.0975172,294.2749551,301.631829,309.1726248,316.9019404,324.8244889,332.9451011,260.251,279.769825,286.7640706,293.9331724,301.2815017,308.8135392,316.5338777,324.4472247,332.5584053,340.8723654
1856,261.345,267.878625,274.5755906,281.4399804,288.4759799,295.6878794,303.0800764,310.6570783,318.4235052,326.3840929,261.345,274.41225,281.2725563,288.3043702,295.5119794,302.8997789,310.4722734,318.2340802,326.1899322,334.3446805,261.345,280.945875,287.9695219,295.1687599,302.5479789,310.1116784,317.8644704,325.8110821,333.9563592,342.3052681
1857,204.994,210.11885,215.3718213,220.7561168,226.2750197,231.9318952,237.7301926,243.6734474,249.7652836,256.0094157,204.994,215.2437,220.6247925,226.1404123,231.7939226,237.5887707,243.52849,249.6167022,255.8571198,262.2535478,204.994,220.36855,225.8777638,231.5247078,237.3128255,243.2456462,249.3267873,255.559957,261.9489559,268.4976798
1858,132.299,135.606475,138.9966369,142.4715528,146.0333416,149.6841752,153.4262795,157.2619365,161.1934849,165.2233221,132.299,138.91395,142.3867988,145.9464687,149.5951304,153.3350087,157.1683839,161.0975935,165.1250334,169.2531592,132.299,142.221425,145.7769606,149.4213846,153.1569193,156.9858422,160.9104883,164.9332505,169.0565818,173.2829963
1859,105.243,107.874075,110.5709269,113.3352,116.16858,119.0727945,122.0496144,125.1008548,128.2283761,131.4340855,105.243,110.50515,113.2677788,116.0994732,119.00196,121.9770091,125.0264343,128.1520951,131.3558975,134.6397949,105.243,113.136225,115.9646306,118.8637464,121.8353401,124.8812236,128.0032541,131.2033355,134.4834189,137.8455044
1860,98.029,100.479725,102.9917181,105.5665111,108.2056739,110.9108157,113.6835861,116.5256757,119.4388176,122.4247881,98.029,102.93045,105.5037113,108.141304,110.8448366,113.6159575,116.4563565,119.3677654,122.3519595,125.4107585,98.029,105.381175,108.0157044,110.716097,113.4839994,116.3210994,119.2291269,122.2098551,125.2651014,128.396729
1861,9.201,9.431025,9.666800625,9.908470641,10.15618241,10.41008697,10.67033914,10.93709762,11.21052506,11.49078819,9.201,9.66105,9.90257625,10.15014066,10.40389417,10.66399153,10.93059132,11.2038561,11.4839525,11.77105131,9.201,9.891075,10.13835188,10.39181067,10.65160594,10.91789609,11.19084349,11.47061458,11.75737994,12.05131444
1862,93.626,95.96665,98.36581625,100.8249617,103.3455857,105.9292253,108.577456,111.2918924,114.0741897,116.9260444,93.626,98.3073,100.7649825,103.2841071,105.8662097,108.512865,111.2256866,114.0063288,116.856487,119.7778992,93.626,100.64795,103.1641488,105.7432525,108.3868338,111.0965046,113.8739172,116.7207652,119.6387843,122.6297539
1863,129.961,133.210025,136.5402756,139.9537825,143.4526271,147.0389428,150.7149163,154.4827892,158.344859,162.3034804,129.961,136.45905,139.8705263,143.3672894,146.9514716,150.6252584,154.3908899,158.2506621,162.2069287,166.2621019,129.961,139.708075,143.2007769,146.7807963,150.4503162,154.2115741,158.0668635,162.018535,166.0689984,170.2207234
1864,150.255,154.011375,157.8616594,161.8082009,165.8534059,169.999741,174.2497346,178.6059779,183.0711274,187.6479055,150.255,157.76775,161.7119438,165.7547423,169.8986109,174.1460762,178.4997281,182.9622213,187.5362768,192.2246837,150.255,161.524125,165.5622281,169.7012838,173.9438159,178.2924113,182.7497216,187.3184646,192.0014263,196.8014619
1865,180.796,185.3159,189.9487975,194.6975174,199.5649554,204.5540793,209.6679312,214.9096295,220.2823703,225.7894295,180.796,189.8358,194.581695,199.4462374,204.4323933,209.5432031,214.7817832,220.1513278,225.655111,231.2964888,180.796,194.3557,199.2145925,204.1949573,209.2998312,214.532327,219.8956352,225.3930261,231.0278517,236.803548
1866,240.424,246.4346,252.595465,258.9103516,265.3831104,272.0176882,278.8181304,285.7885836,292.9332982,300.2566307,240.424,252.4452,258.75633,265.2252383,271.8558692,278.6522659,285.6185726,292.7590369,300.0780128,307.5799631,240.424,258.4558,264.917195,271.5401249,278.328628,285.2868437,292.4190148,299.7294902,307.2227274,314.9032956
1867,266.468,273.1297,279.9579425,286.9568911,294.1308133,301.4840837,309.0211858,316.7467154,324.6653833,332.7820179,266.468,279.7914,286.786185,293.9558396,301.3047356,308.837354,316.5582879,324.4722451,332.5840512,340.8986525,266.468,286.4531,293.6144275,300.9547882,308.4786579,316.1906243,324.0953899,332.1977747,340.5027191,349.015287
1868,197.009,201.934225,206.9825806,212.1571451,217.4610738,222.8976006,228.4700406,234.1817916,240.0363364,246.0372448,197.009,206.85945,212.0309363,217.3317097,222.7650024,228.3341275,234.0424806,239.8935427,245.8908812,252.0381533,197.009,211.784675,217.0792919,222.5062742,228.068931,233.7706543,239.6149207,245.6052937,251.745426,258.0390617
1869,128.698,131.91545,135.2133363,138.5936697,142.0585114,145.6099742,149.2502235,152.9814791,156.8060161,160.7261665,128.698,135.1329,138.5112225,141.9740031,145.5233531,149.161437,152.8904729,156.7127347,160.6305531,164.6463169,128.698,138.35035,141.8091088,145.3543365,148.9881949,152.7128998,156.5307222,160.4439903,164.4550901,168.5664673
