meta,scenario_1
hour,typical_year
1095,19.61452476
1096,10.90471941
1097,7.999000133
1098,8.728727967
1099,9.367711483
1100,9.6209937
1101,8.215243683
1102,7.804273717
1103,5.32657285
1104,0.423402567
1105,0.464401467
1106,0.539801317
1107,0.9707045
1108,6.603673217
1109,7.734523867
1110,4.048928633
1111,10.85375802
1112,69.0719621
1113,83.15327031
1114,55.4968811
1115,29.32469932
1116,32.49964715
1117,61.53097775
1118,39.14432984
1119,19.33512201
1120,9.395113248
1121,7.926993117
1122,9.326210267
1123,9.515295433
1124,9.60995805
1125,9.205441967
1126,8.43522685
1127,5.5466624
1128,0.428603017
1129,0.450303017
1130,0.519553183
1131,1.15069
1132,6.569211067
1133,8.36824215
1134,5.705314583
1135,19.1564377
1136,70.85460665
1137,66.79016491
1138,64.94922118
1139,36.20112052
1140,28.20594556
1141,65.71973013
1142,36.77372943
1143,17.26515569
1144,11.31305992
1145,6.072613817
1146,7.070824667
1147,10.14192368
1148,8.94110855
1149,8.778558617
1150,8.491391617
1151,6.431392133
1152,0.451552767
1153,0.46590295
1154,0.501335133
1155,1.210170933
1156,7.0755394
1157,7.879473517
1158,3.626976283
1159,8.6855082
1160,56.81805342
1161,72.1674857
1162,69.15296545
1163,48.07425571
1164,24.57623492
1165,66.54308361
1166,40.74313628
1167,17.81035155
1168,10.10782807
1169,7.08958555
1170,8.113630067
1171,10.41762733
1172,9.629592
1173,9.2243397
1174,8.744555283
1175,6.868974733
1176,0.423354867
1177,0.477854183
1178,0.4874381
1179,1.205674333
1180,6.95022825
1181,8.056309983
1182,4.825712517
1183,11.8370589
1184,59.17926261
1185,73.71660282
1186,75.91908918
1187,48.03063688
1188,27.5315359
1189,55.10212414
1190,31.89206266
1191,12.98012872
1192,12.35660496
1193,7.718546336
1194,8.650892267
1195,9.778694733
1196,9.3181262
1197,8.993842483
1198,8.174210567
1199,7.413926317
1200,0.417203233
1201,0.473734833
1202,0.497935517
1203,1.037669333
1204,7.0148202
1205,7.160304967
1206,2.424939617
1207,1.401360483
1208,35.82884092
1209,37.36317494
1210,40.24857811
1211,14.64622563
1212,5.290189066
